x t u
0 0 0
0.25 0 0.707107
0 0.25 0
0.25 0.25 0.78379
0.5 0 1
0.5 0.25 1.10845
0 0.5 0
0.25 0.5 0.828708
0.5 0.5 1.17197
0.75 0 0.707107
0.75 0.25 0.78379
1 0 1.22465e-16
1 0.25 1.35093e-16
0.75 0.5 0.828708
1 0.5 1.43063e-16
0 0.75 0
0.25 0.75 0.852977
0.5 0.75 1.20629
0 1 0
0.25 1 0.858462
0.5 1 1.21405
0.75 0.75 0.852977
1 0.75 1.47295e-16
0.75 1 0.858462
1 1 1.48557e-16
