x t u
0.6875 0.03125 0.844182
0.65625 0.0625 0.908249
0.6875 0.0625 0.856291
0.71875 0 0.77301
0.71875 0.03125 0.784829
0.75 0 0.707107
0.75 0.03125 0.717918
0.71875 0.0625 0.796087
0.75 0.0625 0.728216
0.65625 0.09375 0.920479
0.6875 0.09375 0.867822
0.65625 0.125 0.932104
0.6875 0.125 0.878781
0.71875 0.09375 0.806807
0.75 0.09375 0.738022
0.71875 0.125 0.816996
0.75 0.125 0.747342
0.53125 0.15625 1.06428
0.5625 0.15625 1.04888
0.53125 0.1875 1.07609
0.5625 0.1875 1.06052
0.59375 0.15625 1.02338
0.625 0.15625 0.988021
0.59375 0.1875 1.03474
0.625 0.1875 0.998991
0.53125 0.21875 1.08729
0.5625 0.21875 1.07156
0.53125 0.25 1.09788
0.5625 0.25 1.08199
0.59375 0.21875 1.04551
0.625 0.21875 1.00939
0.59375 0.25 1.05569
0.625 0.25 1.01922
0.65625 0.15625 0.94315
0.6875 0.15625 0.889195
0.65625 0.1875 0.953622
0.6875 0.1875 0.899068
0.71875 0.15625 0.826678
0.75 0.15625 0.756199
0.71875 0.1875 0.835857
0.75 0.1875 0.764595
0.65625 0.21875 0.963547
0.6875 0.21875 0.908426
0.65625 0.25 0.972928
0.6875 0.25 0.91727
0.71875 0.21875 0.844556
0.75 0.21875 0.772553
0.71875 0.25 0.852779
0.75 0.25 0.780074
0.78125 0 0.634393
0.78125 0.03125 0.644092
0.8125 0 0.55557
0.8125 0.03125 0.564064
0.78125 0.0625 0.653332
0.8125 0.0625 0.572155
0.84375 0 0.471397
0.84375 0.03125 0.478604
0.875 0 0.382683
0.875 0.03125 0.388534
0.84375 0.0625 0.485469
0.875 0.0625 0.394107
0.78125 0.09375 0.662129
0.8125 0.09375 0.57986
0.78125 0.125 0.670491
0.8125 0.125 0.587183
0.84375 0.09375 0.492006
0.875 0.09375 0.399414
0.84375 0.125 0.49822
0.875 0.125 0.404459
0.90625 0 0.290285
0.90625 0.03125 0.294723
0.9375 0 0.19509
0.9375 0.03125 0.198073
0.90625 0.0625 0.29895
0.9375 0.0625 0.200914
0.96875 0 0.0980171
0.96875 0.03125 0.0995157
1 0 1.22465e-16
1 0.03125 1.24334e-16
0.96875 0.0625 0.100943
1 0.0625 1.26115e-16
0.90625 0.09375 0.302976
0.9375 0.09375 0.20362
0.90625 0.125 0.306802
0.9375 0.125 0.206191
0.96875 0.09375 0.102302
1 0.09375 1.27812e-16
0.96875 0.125 0.103594
1 0.125 1.29426e-16
0.78125 0.15625 0.678437
0.8125 0.15625 0.594141
0.78125 0.1875 0.68597
0.8125 0.1875 0.600738
0.84375 0.15625 0.504124
0.875 0.15625 0.409252
0.84375 0.1875 0.509722
0.875 0.1875 0.413796
0.78125 0.21875 0.693109
0.8125 0.21875 0.606991
0.78125 0.25 0.699857
0.8125 0.25 0.6129
0.84375 0.21875 0.515027
0.875 0.21875 0.418103
0.84375 0.25 0.520041
0.875 0.25 0.422173
0.90625 0.15625 0.310438
0.9375 0.15625 0.208635
0.90625 0.1875 0.313885
0.9375 0.1875 0.210951
0.96875 0.15625 0.104822
1 0.15625 1.30958e-16
0.96875 0.1875 0.105986
1 0.1875 1.32413e-16
0.90625 0.21875 0.317152
0.9375 0.21875 0.213147
0.90625 0.25 0.32024
0.9375 0.25 0.215222
0.96875 0.21875 0.107089
1 0.21875 1.3379e-16
0.96875 0.25 0.108132
1 0.25 1.35093e-16
0.53125 0.28125 1.10788
0.5625 0.28125 1.09185
0.53125 0.3125 1.1173
0.5625 0.3125 1.10114
0.59375 0.28125 1.06531
0.625 0.28125 1.0285
0.59375 0.3125 1.07437
0.625 0.3125 1.03725
0.53125 0.34375 1.12617
0.5625 0.34375 1.10988
0.53125 0.375 1.13449
0.5625 0.375 1.11808
0.59375 0.34375 1.0829
0.625 0.34375 1.04548
0.59375 0.375 1.09089
0.625 0.375 1.0532
0.65625 0.28125 0.981793
0.6875 0.28125 0.925628
0.65625 0.3125 0.990141
0.6875 0.3125 0.933499
0.71875 0.28125 0.860549
0.75 0.28125 0.787182
0.71875 0.3125 0.867866
0.75 0.3125 0.793875
0.65625 0.34375 0.998003
0.6875 0.34375 0.94091
0.65625 0.375 1.00537
0.6875 0.375 0.947858
0.71875 0.34375 0.874757
0.75 0.34375 0.800179
0.71875 0.375 0.881216
0.75 0.375 0.806087
0.53125 0.40625 1.14229
0.5625 0.40625 1.12576
0.53125 0.4375 1.14956
0.5625 0.4375 1.13293
0.59375 0.40625 1.09839
0.625 0.40625 1.06044
0.59375 0.4375 1.10538
0.625 0.4375 1.06719
0.53125 0.46875 1.15635
0.5625 0.46875 1.13962
0.53125 0.5 1.16263
0.5625 0.5 1.14581
0.59375 0.46875 1.11191
0.625 0.46875 1.07349
0.59375 0.5 1.11795
0.625 0.5 1.07933
0.65625 0.40625 1.01228
0.6875 0.40625 0.954375
0.65625 0.4375 1.01873
0.6875 0.4375 0.96045
0.71875 0.40625 0.887275
0.75 0.40625 0.811629
0.71875 0.4375 0.892922
0.75 0.4375 0.816796
0.65625 0.46875 1.02474
0.6875 0.46875 0.96612
0.65625 0.5 1.03031
0.6875 0.5 0.971369
0.71875 0.46875 0.898194
0.75 0.46875 0.821617
0.71875 0.5 0.903074
0.75 0.5 0.826081
0.78125 0.28125 0.706234
0.8125 0.28125 0.618485
0.78125 0.3125 0.712239
0.8125 0.3125 0.623744
0.84375 0.28125 0.524779
0.875 0.28125 0.42602
0.84375 0.3125 0.529241
0.875 0.3125 0.429642
0.78125 0.34375 0.717894
0.8125 0.34375 0.628696
0.78125 0.375 0.723195
0.8125 0.375 0.633339
0.84375 0.34375 0.533444
0.875 0.34375 0.433053
0.84375 0.375 0.537383
0.875 0.375 0.436251
0.90625 0.28125 0.323158
0.9375 0.28125 0.217183
0.90625 0.3125 0.325905
0.9375 0.3125 0.21903
0.96875 0.28125 0.109117
1 0.28125 1.36324e-16
0.96875 0.3125 0.110045
1 0.3125 1.37484e-16
0.90625 0.34375 0.328493
0.9375 0.34375 0.220769
0.90625 0.375 0.330919
0.9375 0.375 0.222399
0.96875 0.34375 0.110918
1 0.34375 1.38575e-16
0.96875 0.375 0.111738
1 0.375 1.39599e-16
0.78125 0.40625 0.728167
0.8125 0.40625 0.637693
0.78125 0.4375 0.732803
0.8125 0.4375 0.641752
0.84375 0.40625 0.541077
0.875 0.40625 0.439251
0.84375 0.4375 0.544521
0.875 0.4375 0.442047
0.78125 0.46875 0.737129
0.8125 0.46875 0.645541
0.78125 0.5 0.741133
0.8125 0.5 0.649048
0.84375 0.46875 0.547736
0.875 0.46875 0.444656
0.84375 0.5 0.550712
0.875 0.5 0.447072
0.90625 0.40625 0.333194
0.9375 0.40625 0.223928
0.90625 0.4375 0.335315
0.9375 0.4375 0.225353
0.96875 0.40625 0.112506
1 0.40625 1.40559e-16
0.96875 0.4375 0.113222
1 0.4375 1.41455e-16
0.90625 0.46875 0.337294
0.9375 0.46875 0.226684
0.90625 0.5 0.339127
0.9375 0.5 0.227915
0.96875 0.46875 0.11389
1 0.46875 1.42289e-16
0.96875 0.5 0.114509
1 0.5 1.43063e-16
0 0.53125 0
0.03125 0.53125 0.115083
0.0625 0.53125 0.229058
0 0.5625 0
0.03125 0.5625 0.11561
0.0625 0.5625 0.230106
0.09375 0.53125 0.340827
0.125 0.53125 0.449313
0.09375 0.5625 0.342387
0.125 0.5625 0.45137
0 0.59375 0
0.03125 0.59375 0.116095
0.0625 0.59375 0.231071
0 0.625 0
0.03125 0.625 0.116534
0.0625 0.625 0.231946
0.09375 0.59375 0.343823
0.125 0.59375 0.453263
0.09375 0.625 0.345125
0.125 0.625 0.454979
0.15625 0.53125 0.553473
0.1875 0.53125 0.652302
0.15625 0.5625 0.556006
0.1875 0.5625 0.655287
0.21875 0.53125 0.744849
0.25 0.53125 0.830223
0.21875 0.5625 0.748258
0.25 0.5625 0.834022
0.15625 0.59375 0.558338
0.1875 0.59375 0.658036
0.15625 0.625 0.560452
0.1875 0.625 0.660528
0.21875 0.59375 0.751397
0.25 0.59375 0.837521
0.21875 0.625 0.754242
0.25 0.625 0.840692
0 0.65625 0
0.03125 0.65625 0.116935
0.0625 0.65625 0.232744
0 0.6875 0
0.03125 0.6875 0.117293
0.0625 0.6875 0.233456
0.09375 0.65625 0.346312
0.125 0.65625 0.456544
0.09375 0.6875 0.34737
0.125 0.6875 0.45794
0 0.71875 0
0.03125 0.71875 0.117614
0.0625 0.71875 0.234096
0 0.75 0
0.03125 0.75 0.117894
0.0625 0.75 0.234652
0.09375 0.71875 0.348323
0.125 0.71875 0.459195
0.09375 0.75 0.349151
0.125 0.75 0.460287
0.15625 0.65625 0.56238
0.1875 0.65625 0.6628
0.15625 0.6875 0.564099
0.1875 0.6875 0.664825
0.21875 0.65625 0.756836
0.25 0.65625 0.843584
0.21875 0.6875 0.759149
0.25 0.6875 0.846162
0.15625 0.71875 0.565645
0.1875 0.71875 0.666648
0.15625 0.75 0.56699
0.1875 0.75 0.668233
0.21875 0.71875 0.76123
0.25 0.71875 0.848482
0.21875 0.75 0.76304
0.25 0.75 0.850499
0.28125 0.53125 0.907601
0.3125 0.53125 0.976239
0.28125 0.5625 0.911755
0.3125 0.5625 0.980707
0.34375 0.53125 1.03547
0.375 0.53125 1.08474
0.34375 0.5625 1.04021
0.375 0.5625 1.0897
0.28125 0.59375 0.915579
0.3125 0.59375 0.98482
0.28125 0.625 0.919046
0.3125 0.625 0.98855
0.34375 0.59375 1.04458
0.375 0.59375 1.09427
0.34375 0.625 1.04853
0.375 0.625 1.09842
0.40625 0.53125 1.12356
0.4375 0.53125 1.15155
0.40625 0.5625 1.1287
0.4375 0.5625 1.15682
0.46875 0.53125 1.16846
0.5 0.53125 1.17411
0.46875 0.5625 1.17381
0.5 0.5625 1.17949
0.40625 0.59375 1.13343
0.4375 0.59375 1.16167
0.40625 0.625 1.13772
0.4375 0.625 1.16607
0.46875 0.59375 1.17873
0.5 0.59375 1.18443
0.46875 0.625 1.18319
0.5 0.625 1.18892
0.28125 0.65625 0.922208
0.3125 0.65625 0.99195
0.28125 0.6875 0.925026
0.3125 0.6875 0.994981
0.34375 0.65625 1.05214
0.375 0.65625 1.1022
0.34375 0.6875 1.05535
0.375 0.6875 1.10556
0.28125 0.71875 0.927562
0.3125 0.71875 0.997709
0.28125 0.75 0.929767
0.3125 0.75 1.00008
0.34375 0.71875 1.05825
0.375 0.71875 1.1086
0.34375 0.75 1.06076
0.375 0.75 1.11123
0.40625 0.65625 1.14164
0.4375 0.65625 1.17008
0.40625 0.6875 1.14513
0.4375 0.6875 1.17366
0.46875 0.65625 1.18726
0.5 0.65625 1.19301
0.46875 0.6875 1.19089
0.5 0.6875 1.19665
0.40625 0.71875 1.14827
0.4375 0.71875 1.17688
0.40625 0.75 1.151
0.4375 0.75 1.17968
0.46875 0.71875 1.19416
0.5 0.71875 1.19993
0.46875 0.75 1.197
0.5 0.75 1.20279
0 0.78125 0
0.03125 0.78125 0.118141
0.0625 0.78125 0.235144
0 0.8125 0
0.03125 0.8125 0.118347
0.0625 0.8125 0.235554
0.09375 0.78125 0.349882
0.125 0.78125 0.461251
0.09375 0.8125 0.350493
0.125 0.8125 0.462056
0 0.84375 0
0.03125 0.84375 0.118523
0.0625 0.84375 0.235905
0 0.875 0
0.03125 0.875 0.11866
0.0625 0.875 0.236178
0.09375 0.84375 0.351016
0.125 0.84375 0.462745
0.09375 0.875 0.351421
0.125 0.875 0.46328
0.15625 0.78125 0.568177
0.1875 0.78125 0.669632
0.15625 0.8125 0.569169
0.1875 0.8125 0.670801
0.21875 0.78125 0.764638
0.25 0.78125 0.85228
0.21875 0.8125 0.765973
0.25 0.8125 0.853768
0.15625 0.84375 0.570018
0.1875 0.84375 0.671802
0.15625 0.875 0.570677
0.1875 0.875 0.672578
0.21875 0.84375 0.767116
0.25 0.84375 0.855042
0.21875 0.875 0.768002
0.25 0.875 0.85603
0 0.90625 0
0.03125 0.90625 0.118771
0.0625 0.90625 0.236398
0 0.9375 0
0.03125 0.9375 0.118843
0.0625 0.9375 0.236541
0.09375 0.90625 0.351749
0.125 0.90625 0.463712
0.09375 0.9375 0.351961
0.125 0.9375 0.463991
0 0.96875 0
0.03125 0.96875 0.118891
0.0625 0.96875 0.236637
0 1 0
0.03125 1 0.118901
0.0625 1 0.236657
0.09375 0.96875 0.352105
0.125 0.96875 0.464181
0.09375 1 0.352134
0.125 1 0.46422
0.15625 0.90625 0.571209
0.1875 0.90625 0.673205
0.15625 0.9375 0.571553
0.1875 0.9375 0.673611
0.21875 0.90625 0.768718
0.25 0.90625 0.856827
0.21875 0.9375 0.769181
0.25 0.9375 0.857344
0.15625 0.96875 0.571787
0.1875 0.96875 0.673886
0.15625 1 0.571835
0.1875 1 0.673942
0.21875 0.96875 0.769496
0.25 0.96875 0.857694
0.21875 1 0.76956
0.25 1 0.857766
0.28125 0.78125 0.931714
0.3125 0.78125 1.00218
0.28125 0.8125 0.933341
0.3125 0.8125 1.00392
0.34375 0.78125 1.06298
0.375 0.78125 1.11356
0.34375 0.8125 1.06484
0.375 0.8125 1.1155
0.28125 0.84375 0.934733
0.3125 0.84375 1.00542
0.28125 0.875 0.935813
0.3125 0.875 1.00658
0.34375 0.84375 1.06643
0.375 0.84375 1.11717
0.34375 0.875 1.06766
0.375 0.875 1.11846
0.40625 0.78125 1.15341
0.4375 0.78125 1.18215
0.40625 0.8125 1.15542
0.4375 0.8125 1.18421
0.46875 0.78125 1.1995
0.5 0.78125 1.20531
0.46875 0.8125 1.2016
0.5 0.8125 1.20741
0.40625 0.84375 1.15714
0.4375 0.84375 1.18598
0.40625 0.875 1.15848
0.4375 0.875 1.18735
0.46875 0.84375 1.20339
0.5 0.84375 1.20921
0.46875 0.875 1.20478
0.5 0.875 1.21061
0.28125 0.90625 0.936685
0.3125 0.90625 1.00752
0.28125 0.9375 0.93725
0.3125 0.9375 1.00813
0.34375 0.90625 1.06866
0.375 0.90625 1.1195
0.34375 0.9375 1.0693
0.375 0.9375 1.12017
0.28125 0.96875 0.937633
0.3125 0.96875 1.00854
0.28125 1 0.937711
0.3125 1 1.00863
0.34375 0.96875 1.06974
0.375 0.96875 1.12063
0.34375 1 1.06983
0.375 1 1.12073
0.40625 0.90625 1.15956
0.4375 0.90625 1.18845
0.40625 0.9375 1.16026
0.4375 0.9375 1.18917
0.46875 0.90625 1.2059
0.5 0.90625 1.21174
0.46875 0.9375 1.20663
0.5 0.9375 1.21247
0.40625 0.96875 1.16073
0.4375 0.96875 1.18966
0.40625 1 1.16083
0.4375 1 1.18976
0.46875 0.96875 1.20712
0.5 0.96875 1.21296
0.46875 1 1.20722
0.5 1 1.21306
0.53125 0.53125 1.16846
0.5625 0.53125 1.15155
0.53125 0.5625 1.17381
0.5625 0.5625 1.15682
0.59375 0.53125 1.12356
0.625 0.53125 1.08474
0.59375 0.5625 1.1287
0.625 0.5625 1.0897
0.53125 0.59375 1.17873
0.5625 0.59375 1.16167
0.53125 0.625 1.18319
0.5625 0.625 1.16607
0.59375 0.59375 1.13343
0.625 0.59375 1.09427
0.59375 0.625 1.13772
0.625 0.625 1.09842
0.65625 0.53125 1.03547
0.6875 0.53125 0.976239
0.65625 0.5625 1.04021
0.6875 0.5625 0.980707
0.71875 0.53125 0.907601
0.75 0.53125 0.830223
0.71875 0.5625 0.911755
0.75 0.5625 0.834022
0.65625 0.59375 1.04458
0.6875 0.59375 0.98482
0.65625 0.625 1.04853
0.6875 0.625 0.98855
0.71875 0.59375 0.915579
0.75 0.59375 0.837521
0.71875 0.625 0.919046
0.75 0.625 0.840692
0.53125 0.65625 1.18726
0.5625 0.65625 1.17008
0.53125 0.6875 1.19089
0.5625 0.6875 1.17366
0.59375 0.65625 1.14164
0.625 0.65625 1.1022
0.59375 0.6875 1.14513
0.625 0.6875 1.10556
0.53125 0.71875 1.19416
0.5625 0.71875 1.17688
0.53125 0.75 1.197
0.5625 0.75 1.17968
0.59375 0.71875 1.14827
0.625 0.71875 1.1086
0.59375 0.75 1.151
0.625 0.75 1.11123
0.65625 0.65625 1.05214
0.6875 0.65625 0.99195
0.65625 0.6875 1.05535
0.6875 0.6875 0.994981
0.71875 0.65625 0.922208
0.75 0.65625 0.843584
0.71875 0.6875 0.925026
0.75 0.6875 0.846162
0.65625 0.71875 1.05825
0.6875 0.71875 0.997709
0.65625 0.75 1.06076
0.6875 0.75 1.00008
0.71875 0.71875 0.927562
0.75 0.71875 0.848482
0.71875 0.75 0.929767
0.75 0.75 0.850499
0.78125 0.53125 0.744849
0.8125 0.53125 0.652302
0.78125 0.5625 0.748258
0.8125 0.5625 0.655287
0.84375 0.53125 0.553473
0.875 0.53125 0.449313
0.84375 0.5625 0.556006
0.875 0.5625 0.45137
0.78125 0.59375 0.751397
0.8125 0.59375 0.658036
0.78125 0.625 0.754242
0.8125 0.625 0.660528
0.84375 0.59375 0.558338
0.875 0.59375 0.453263
0.84375 0.625 0.560452
0.875 0.625 0.454979
0.90625 0.53125 0.340827
0.9375 0.53125 0.229058
0.90625 0.5625 0.342387
0.9375 0.5625 0.230106
0.96875 0.53125 0.115083
1 0.53125 1.4378e-16
0.96875 0.5625 0.11561
1 0.5625 1.44439e-16
0.90625 0.59375 0.343823
0.9375 0.59375 0.231071
0.90625 0.625 0.345125
0.9375 0.625 0.231946
0.96875 0.59375 0.116095
1 0.59375 1.45044e-16
0.96875 0.625 0.116534
1 0.625 1.45595e-16
0.78125 0.65625 0.756836
0.8125 0.65625 0.6628
0.78125 0.6875 0.759149
0.8125 0.6875 0.664825
0.84375 0.65625 0.56238
0.875 0.65625 0.456544
0.84375 0.6875 0.564099
0.875 0.6875 0.45794
0.78125 0.71875 0.76123
0.8125 0.71875 0.666648
0.78125 0.75 0.76304
0.8125 0.75 0.668233
0.84375 0.71875 0.565645
0.875 0.71875 0.459195
0.84375 0.75 0.56699
0.875 0.75 0.460287
0.90625 0.65625 0.346312
0.9375 0.65625 0.232744
0.90625 0.6875 0.34737
0.9375 0.6875 0.233456
0.96875 0.65625 0.116935
1 0.65625 1.46094e-16
0.96875 0.6875 0.117293
1 0.6875 1.46543e-16
0.90625 0.71875 0.348323
0.9375 0.71875 0.234096
0.90625 0.75 0.349151
0.9375 0.75 0.234652
0.96875 0.71875 0.117614
1 0.71875 1.46943e-16
0.96875 0.75 0.117894
1 0.75 1.47295e-16
0.53125 0.78125 1.1995
0.5625 0.78125 1.18215
0.53125 0.8125 1.2016
0.5625 0.8125 1.18421
0.59375 0.78125 1.15341
0.625 0.78125 1.11356
0.59375 0.8125 1.15542
0.625 0.8125 1.1155
0.53125 0.84375 1.20339
0.5625 0.84375 1.18598
0.53125 0.875 1.20478
0.5625 0.875 1.18735
0.59375 0.84375 1.15714
0.625 0.84375 1.11717
0.59375 0.875 1.15848
0.625 0.875 1.11846
0.65625 0.78125 1.06298
0.6875 0.78125 1.00218
0.65625 0.8125 1.06484
0.6875 0.8125 1.00392
0.71875 0.78125 0.931714
0.75 0.78125 0.85228
0.71875 0.8125 0.933341
