x t u
0.75 0.8125 0.853768
0.65625 0.84375 1.06643
0.6875 0.84375 1.00542
0.65625 0.875 1.06766
0.6875 0.875 1.00658
0.71875 0.84375 0.934733
0.75 0.84375 0.855042
0.71875 0.875 0.935813
0.75 0.875 0.85603
0.53125 0.90625 1.2059
0.5625 0.90625 1.18845
0.53125 0.9375 1.20663
0.5625 0.9375 1.18917
0.59375 0.90625 1.15956
0.625 0.90625 1.1195
0.59375 0.9375 1.16026
0.625 0.9375 1.12017
0.53125 0.96875 1.20712
0.5625 0.96875 1.18966
0.53125 1 1.20722
0.5625 1 1.18976
0.59375 0.96875 1.16073
0.625 0.96875 1.12063
0.59375 1 1.16083
0.625 1 1.12073
0.65625 0.90625 1.06866
0.6875 0.90625 1.00752
0.65625 0.9375 1.0693
0.6875 0.9375 1.00813
0.71875 0.90625 0.936685
0.75 0.90625 0.856827
0.71875 0.9375 0.93725
0.75 0.9375 0.857344
0.65625 0.96875 1.06974
0.6875 0.96875 1.00854
0.65625 1 1.06983
0.6875 1 1.00863
0.71875 0.96875 0.937633
0.75 0.96875 0.857694
0.71875 1 0.937711
0.75 1 0.857766
0.78125 0.78125 0.764638
0.8125 0.78125 0.669632
0.78125 0.8125 0.765973
0.8125 0.8125 0.670801
0.84375 0.78125 0.568177
0.875 0.78125 0.461251
0.84375 0.8125 0.569169
0.875 0.8125 0.462056
0.78125 0.84375 0.767116
0.8125 0.84375 0.671802
0.78125 0.875 0.768002
0.8125 0.875 0.672578
0.84375 0.84375 0.570018
0.875 0.84375 0.462745
0.84375 0.875 0.570677
0.875 0.875 0.46328
0.90625 0.78125 0.349882
0.9375 0.78125 0.235144
0.90625 0.8125 0.350493
0.9375 0.8125 0.235554
0.96875 0.78125 0.118141
1 0.78125 1.47601e-16
0.96875 0.8125 0.118347
1 0.8125 1.47862e-16
0.90625 0.84375 0.351016
0.9375 0.84375 0.235905
0.90625 0.875 0.351421
0.9375 0.875 0.236178
0.96875 0.84375 0.118523
1 0.84375 1.48079e-16
0.96875 0.875 0.11866
1 0.875 1.48255e-16
0.78125 0.90625 0.768718
0.8125 0.90625 0.673205
0.78125 0.9375 0.769181
0.8125 0.9375 0.673611
0.84375 0.90625 0.571209
0.875 0.90625 0.463712
0.84375 0.9375 0.571553
0.875 0.9375 0.463991
0.78125 0.96875 0.769496
0.8125 0.96875 0.673886
0.78125 1 0.76956
0.8125 1 0.673942
0.84375 0.96875 0.571787
0.875 0.96875 0.464181
0.84375 1 0.571835
0.875 1 0.46422
0.90625 0.90625 0.351749
0.9375 0.90625 0.236398
0.90625 0.9375 0.351961
0.9375 0.9375 0.236541
0.96875 0.90625 0.118771
1 0.90625 1.48389e-16
0.96875 0.9375 0.118843
1 0.9375 1.48483e-16
0.90625 0.96875 0.352105
0.9375 0.96875 0.236637
0.90625 1 0.352134
0.9375 1 0.236657
0.96875 0.96875 0.118891
1 0.96875 1.48539e-16
0.96875 1 0.118901
1 1 1.48557e-16
