x t u
0.3125 0.6875 0.995133
0.375 0.6875 1.10573
0.3125 0.75 1.00016
0.375 0.75 1.11132
0.4375 0.6875 1.17384
0.5 0.6875 1.19684
0.4375 0.75 1.17977
0.5 0.75 1.20288
0 0.8125 0
0.0625 0.8125 0.235589
0.125 0.8125 0.462125
0 0.875 0
0.0625 0.875 0.236189
0.125 0.875 0.463302
0.1875 0.8125 0.670901
0.25 0.8125 0.853896
0.1875 0.875 0.67261
0.25 0.875 0.85607
0 0.9375 0
0.0625 0.9375 0.236578
0.125 0.9375 0.464064
0 1 0
0.0625 1 0.23666
0.125 1 0.464224
0.1875 0.9375 0.673717
0.25 0.9375 0.857479
0.1875 1 0.673949
0.25 1 0.857775
0.3125 0.8125 1.00407
0.375 0.8125 1.11567
0.3125 0.875 1.00663
0.375 0.875 1.11851
0.4375 0.8125 1.18439
0.5 0.8125 1.20759
0.4375 0.875 1.1874
0.5 0.875 1.21067
0.3125 0.9375 1.00829
0.375 0.9375 1.12035
0.3125 1 1.00864
0.375 1 1.12074
0.4375 0.9375 1.18936
0.5 0.9375 1.21266
0.4375 1 1.18977
0.5 1 1.21308
0.5625 0.5625 1.15701
0.625 0.5625 1.08988
0.5625 0.625 1.1662
0.625 0.625 1.09854
0.6875 0.5625 0.980868
0.75 0.5625 0.83416
0.6875 0.625 0.988658
0.75 0.625 0.840784
0.5625 0.6875 1.17384
0.625 0.6875 1.10573
0.5625 0.75 1.17977
0.625 0.75 1.11132
0.6875 0.6875 0.995133
0.75 0.6875 0.846291
0.6875 0.75 1.00016
0.75 0.75 0.850566
0.8125 0.5625 0.655395
0.875 0.5625 0.451444
0.8125 0.625 0.6606
0.875 0.625 0.455029
0.9375 0.5625 0.230144
1 0.5625 1.44439e-16
0.9375 0.625 0.231972
1 0.625 1.45595e-16
0.8125 0.6875 0.664927
0.875 0.6875 0.45801
0.8125 0.75 0.668286
0.875 0.75 0.460323
0.9375 0.6875 0.233491
1 0.6875 1.46543e-16
0.9375 0.75 0.234671
1 0.75 1.47295e-16
0.5625 0.8125 1.18439
0.625 0.8125 1.11567
0.5625 0.875 1.1874
0.625 0.875 1.11851
0.6875 0.8125 1.00407
0.75 0.8125 0.853896
0.6875 0.875 1.00663
0.75 0.875 0.85607
0.5625 0.9375 1.18936
0.625 0.9375 1.12035
0.5625 1 1.18977
0.625 1 1.12074
0.6875 0.9375 1.00829
0.75 0.9375 0.857479
0.6875 1 1.00864
0.75 1 0.857775
0.8125 0.8125 0.670901
0.875 0.8125 0.462125
0.8125 0.875 0.67261
0.875 0.875 0.463302
0.9375 0.8125 0.235589
1 0.8125 1.47862e-16
0.9375 0.875 0.236189
1 0.875 1.48255e-16
0.8125 0.9375 0.673717
0.875 0.9375 0.464064
0.8125 1 0.673949
0.875 1 0.464224
0.9375 0.9375 0.236578
1 0.9375 1.48483e-16
0.9375 1 0.23666
1 1 1.48557e-16
