x t u
0.34375 0.015625 0.888734
0.328125 0.03125 0.870825
0.34375 0.03125 0.895387
0.359375 0 0.903989
0.359375 0.015625 0.910973
0.375 0 0.92388
0.375 0.015625 0.931017
0.359375 0.03125 0.917792
0.375 0.03125 0.937985
0.328125 0.046875 0.877142
0.34375 0.046875 0.901882
0.328125 0.0625 0.883307
0.34375 0.0625 0.908221
0.359375 0.046875 0.92445
0.375 0.046875 0.94479
0.359375 0.0625 0.930947
0.375 0.0625 0.95143
0.265625 0.078125 0.768244
0.28125 0.078125 0.801485
0.265625 0.09375 0.773314
0.28125 0.09375 0.806773
0.296875 0.078125 0.832794
0.3125 0.078125 0.862097
0.296875 0.09375 0.838289
0.3125 0.09375 0.867786
0.265625 0.109375 0.778258
0.28125 0.109375 0.811932
0.265625 0.125 0.783078
0.28125 0.125 0.81696
0.296875 0.109375 0.843649
0.3125 0.109375 0.873334
0.296875 0.125 0.848874
0.3125 0.125 0.878743
0.328125 0.078125 0.889323
0.34375 0.078125 0.914407
0.328125 0.09375 0.895192
0.34375 0.09375 0.920441
0.359375 0.078125 0.937288
0.375 0.078125 0.957911
0.359375 0.09375 0.943473
0.375 0.09375 0.964232
0.328125 0.109375 0.900916
0.34375 0.109375 0.926326
0.328125 0.125 0.906495
0.34375 0.125 0.932063
0.359375 0.109375 0.949505
0.375 0.109375 0.970397
0.359375 0.125 0.955386
0.375 0.125 0.976407
0.390625 0 0.941544
0.390625 0.015625 0.948818
0.40625 0 0.95694
0.40625 0.015625 0.964333
0.390625 0.03125 0.95592
0.40625 0.03125 0.971551
0.421875 0 0.970031
0.421875 0.015625 0.977525
0.4375 0 0.980785
0.4375 0.015625 0.988362
0.421875 0.03125 0.984842
0.4375 0.03125 0.99576
0.390625 0.046875 0.962854
0.40625 0.046875 0.978599
0.390625 0.0625 0.969622
0.40625 0.0625 0.985477
0.421875 0.046875 0.991986
0.4375 0.046875 1.00298
0.421875 0.0625 0.998958
0.4375 0.0625 1.01003
0.453125 0 0.989177
0.453125 0.015625 0.996818
0.46875 0 0.995185
0.46875 0.015625 1.00287
0.453125 0.03125 1.00428
0.46875 0.03125 1.01038
0.484375 0 0.998795
0.484375 0.015625 1.00651
0.5 0 1
0.5 0.015625 1.00773
0.484375 0.03125 1.01405
0.5 0.03125 1.01527
0.453125 0.046875 1.01156
0.46875 0.046875 1.01771
0.453125 0.0625 1.01867
0.46875 0.0625 1.02486
0.484375 0.046875 1.0214
0.5 0.046875 1.02263
0.484375 0.0625 1.02858
0.5 0.0625 1.02982
0.390625 0.078125 0.976226
0.40625 0.078125 0.99219
0.390625 0.09375 0.982668
0.40625 0.09375 0.998737
0.421875 0.078125 1.00576
0.4375 0.078125 1.01691
0.421875 0.09375 1.0124
0.4375 0.09375 1.02362
0.390625 0.109375 0.988951
0.40625 0.109375 1.00512
0.390625 0.125 0.995076
0.40625 0.125 1.01135
0.421875 0.109375 1.01887
0.4375 0.109375 1.03017
0.421875 0.125 1.02518
0.4375 0.125 1.03655
0.453125 0.078125 1.02561
0.46875 0.078125 1.03184
0.453125 0.09375 1.03238
0.46875 0.09375 1.03865
0.484375 0.078125 1.03559
0.5 0.078125 1.03684
0.484375 0.09375 1.04242
0.5 0.09375 1.04368
0.453125 0.109375 1.03898
0.46875 0.109375 1.04529
0.453125 0.125 1.04542
0.46875 0.125 1.05177
0.484375 0.109375 1.04909
0.5 0.109375 1.05035
0.484375 0.125 1.05558
0.5 0.125 1.05686
0.265625 0.140625 0.787776
0.28125 0.140625 0.821862
0.265625 0.15625 0.792353
0.28125 0.15625 0.826637
0.296875 0.140625 0.853967
0.3125 0.140625 0.884015
0.296875 0.15625 0.858929
0.3125 0.15625 0.889151
0.265625 0.171875 0.796812
0.28125 0.171875 0.831288
0.265625 0.1875 0.801152
0.28125 0.1875 0.835816
0.296875 0.171875 0.863762
0.3125 0.171875 0.894155
0.296875 0.1875 0.868467
0.3125 0.1875 0.899025
0.328125 0.140625 0.911934
0.34375 0.140625 0.937655
0.328125 0.15625 0.917232
0.34375 0.15625 0.943103
0.359375 0.140625 0.961118
0.375 0.140625 0.982265
0.359375 0.15625 0.966702
0.375 0.15625 0.987972
0.328125 0.171875 0.922393
0.34375 0.171875 0.94841
0.328125 0.1875 0.927418
0.34375 0.1875 0.953576
0.359375 0.171875 0.972142
0.375 0.171875 0.993532
0.359375 0.1875 0.977437
0.375 0.1875 0.998943
0.265625 0.203125 0.805378
0.28125 0.203125 0.840225
0.265625 0.21875 0.809488
0.28125 0.21875 0.844512
0.296875 0.203125 0.873047
0.3125 0.203125 0.903767
0.296875 0.21875 0.877503
0.3125 0.21875 0.908379
0.265625 0.234375 0.813486
0.28125 0.234375 0.848684
0.265625 0.25 0.817372
0.28125 0.25 0.852738
0.296875 0.234375 0.881837
0.3125 0.234375 0.912866
0.296875 0.25 0.886049
0.3125 0.25 0.917226
0.328125 0.203125 0.932309
0.34375 0.203125 0.958605
0.328125 0.21875 0.937067
0.34375 0.21875 0.963497
0.359375 0.203125 0.982592
0.375 0.203125 1.00421
0.359375 0.21875 0.987607
0.375 0.21875 1.00934
0.328125 0.234375 0.941696
0.34375 0.234375 0.968257
0.328125 0.25 0.946194
0.34375 0.25 0.972882
0.359375 0.234375 0.992485
0.375 0.234375 1.01432
0.359375 0.25 0.997226
0.375 0.25 1.01917
0.390625 0.140625 1.00105
0.40625 0.140625 1.01742
0.390625 0.15625 1.00686
0.40625 0.15625 1.02333
0.421875 0.140625 1.03133
0.4375 0.140625 1.04277
0.421875 0.15625 1.03733
0.4375 0.15625 1.04883
0.390625 0.171875 1.01253
0.40625 0.171875 1.02908
0.390625 0.1875 1.01804
0.40625 0.1875 1.03469
0.421875 0.171875 1.04316
0.4375 0.171875 1.05473
0.421875 0.1875 1.04884
0.4375 0.1875 1.06047
0.453125 0.140625 1.05169
0.46875 0.140625 1.05808
0.453125 0.15625 1.0578
0.46875 0.15625 1.06422
0.484375 0.140625 1.06192
0.5 0.140625 1.0632
0.484375 0.15625 1.06808
0.5 0.15625 1.06937
0.453125 0.171875 1.06375
0.46875 0.171875 1.07021
0.453125 0.1875 1.06955
0.46875 0.1875 1.07604
0.484375 0.171875 1.0741
0.5 0.171875 1.07539
0.484375 0.1875 1.07995
0.5 0.1875 1.08125
0.390625 0.203125 1.02341
0.40625 0.203125 1.04015
0.390625 0.21875 1.02864
0.40625 0.21875 1.04546
0.421875 0.203125 1.05438
0.4375 0.203125 1.06607
0.421875 0.21875 1.05976
0.4375 0.21875 1.07151
0.390625 0.234375 1.03372
0.40625 0.234375 1.05062
0.390625 0.25 1.03865
0.40625 0.25 1.05564
0.421875 0.234375 1.06499
0.4375 0.234375 1.0768
0.421875 0.25 1.07008
0.4375 0.25 1.08194
0.453125 0.203125 1.07519
0.46875 0.203125 1.08172
0.453125 0.21875 1.08067
0.46875 0.21875 1.08724
0.484375 0.203125 1.08564
0.5 0.203125 1.08695
0.484375 0.21875 1.09118
0.5 0.21875 1.0925
0.453125 0.234375 1.08601
0.46875 0.234375 1.09261
0.453125 0.25 1.0912
0.46875 0.25 1.09783
0.484375 0.234375 1.09657
0.5 0.234375 1.09789
0.484375 0.25 1.10181
0.5 0.25 1.10314
0 0.265625 0
0.015625 0.265625 0.0543786
0.03125 0.265625 0.108626
0 0.28125 0
0.015625 0.28125 0.0546215
0.03125 0.28125 0.109111
0.046875 0.265625 0.162612
0.0625 0.265625 0.216206
0.046875 0.28125 0.163338
0.0625 0.28125 0.217172
0 0.296875 0
0.015625 0.296875 0.0548574
0.03125 0.296875 0.109583
0 0.3125 0
0.015625 0.3125 0.0550862
0.03125 0.3125 0.11004
0.046875 0.296875 0.164044
0.0625 0.296875 0.21811
0.046875 0.3125 0.164728
0.0625 0.3125 0.21902
0.078125 0.265625 0.26928
0.09375 0.265625 0.321704
0.078125 0.28125 0.270482
0.09375 0.28125 0.323141
0.109375 0.265625 0.373354
0.125 0.265625 0.424104
0.109375 0.28125 0.375021
0.125 0.28125 0.425998
0.078125 0.296875 0.271651
0.09375 0.296875 0.324537
0.078125 0.3125 0.272784
0.09375 0.3125 0.32589
0.109375 0.296875 0.376641
0.125 0.296875 0.427838
0.109375 0.3125 0.378212
0.125 0.3125 0.429623
0 0.328125 0
0.015625 0.328125 0.0553083
0.03125 0.328125 0.110483
0 0.34375 0
0.015625 0.34375 0.0555234
0.03125 0.34375 0.110913
0.046875 0.328125 0.165392
0.0625 0.328125 0.219903
0.046875 0.34375 0.166035
0.0625 0.34375 0.220758
0 0.359375 0
0.015625 0.359375 0.055732
0.03125 0.359375 0.11133
0 0.375 0
0.015625 0.375 0.0559338
0.03125 0.375 0.111733
0.046875 0.359375 0.166659
0.0625 0.359375 0.221587
0.046875 0.375 0.167263
0.0625 0.375 0.22239
0.078125 0.328125 0.273883
0.09375 0.328125 0.327204
0.078125 0.34375 0.274948
0.09375 0.34375 0.328477
0.109375 0.328125 0.379737
0.125 0.328125 0.431354
0.109375 0.34375 0.381214
0.125 0.34375 0.433032
0.078125 0.359375 0.275981
0.09375 0.359375 0.329711
0.078125 0.375 0.276981
0.09375 0.375 0.330905
0.109375 0.359375 0.382646
0.125 0.359375 0.434659
0.109375 0.375 0.384031
0.125 0.375 0.436233
0.140625 0.265625 0.473832
0.15625 0.265625 0.522419
0.140625 0.28125 0.475949
0.15625 0.28125 0.524753
0.171875 0.265625 0.569748
0.1875 0.265625 0.615703
0.171875 0.28125 0.572292
0.1875 0.28125 0.618453
0.140625 0.296875 0.478004
0.15625 0.296875 0.527019
0.140625 0.3125 0.479998
0.15625 0.3125 0.529217
0.171875 0.296875 0.574764
0.1875 0.296875 0.621125
0.171875 0.3125 0.577161
0.1875 0.3125 0.623715
0.203125 0.265625 0.660176
0.21875 0.265625 0.703058
0.203125 0.28125 0.663125
0.21875 0.28125 0.706198
0.234375 0.265625 0.744246
0.25 0.265625 0.783642
0.234375 0.28125 0.747571
0.25 0.28125 0.787142
0.203125 0.296875 0.665989
0.21875 0.296875 0.709248
0.203125 0.3125 0.668766
0.21875 0.3125 0.712207
0.234375 0.296875 0.750799
0.25 0.296875 0.790542
0.234375 0.3125 0.753931
0.25 0.3125 0.793839
0.140625 0.328125 0.481933
0.15625 0.328125 0.531351
0.140625 0.34375 0.483807
0.15625 0.34375 0.533417
0.171875 0.328125 0.579488
0.1875 0.328125 0.626229
0.171875 0.34375 0.581742
0.1875 0.34375 0.628665
0.140625 0.359375 0.485625
0.15625 0.359375 0.535421
0.140625 0.375 0.487383
0.15625 0.375 0.53736
0.171875 0.359375 0.583927
0.1875 0.359375 0.631027
0.171875 0.375 0.586042
0.1875 0.375 0.633312
0.203125 0.328125 0.671462
0.21875 0.328125 0.715078
0.203125 0.34375 0.674074
0.21875 0.34375 0.717859
0.234375 0.328125 0.75697
0.25 0.328125 0.797039
0.234375 0.34375 0.759914
0.25 0.34375 0.800139
0.203125 0.359375 0.676606
0.21875 0.359375 0.720555
0.203125 0.375 0.679056
0.21875 0.375 0.723165
0.234375 0.359375 0.762769
0.25 0.359375 0.803145
0.234375 0.375 0.765531
0.25 0.375 0.806053
0 0.390625 0
0.015625 0.390625 0.0561292
0.03125 0.390625 0.112123
0 0.40625 0
0.015625 0.40625 0.0563181
0.03125 0.40625 0.1125
0.046875 0.390625 0.167847
0.0625 0.390625 0.223167
0.046875 0.40625 0.168412
0.0625 0.40625 0.223918
0 0.421875 0
0.015625 0.421875 0.0565008
0.03125 0.421875 0.112865
0 0.4375 0
0.015625 0.4375 0.056677
0.03125 0.4375 0.113218
0.046875 0.421875 0.168958
0.0625 0.421875 0.224644
0.046875 0.4375 0.169485
0.0625 0.4375 0.225345
0.078125 0.390625 0.277949
0.09375 0.390625 0.332061
0.078125 0.40625 0.278884
0.09375 0.40625 0.333178
0.109375 0.390625 0.385373
0.125 0.390625 0.437757
0.109375 0.40625 0.38667
0.125 0.40625 0.43923
0.078125 0.421875 0.279788
0.09375 0.421875 0.334259
0.078125 0.4375 0.280661
0.09375 0.4375 0.335302
0.109375 0.421875 0.387924
0.125 0.421875 0.440655
0.109375 0.4375 0.389134
0.125 0.4375 0.442029
0 0.453125 0
0.015625 0.453125 0.0568473
0.03125 0.453125 0.113558
0 0.46875 0
0.015625 0.46875 0.0570113
0.03125 0.46875 0.113885
0.046875 0.453125 0.169994
0.0625 0.453125 0.226022
0.046875 0.46875 0.170485
0.0625 0.46875 0.226674
0 0.484375 0
0.015625 0.484375 0.0571695
0.03125 0.484375 0.114201
0 0.5 0
0.015625 0.5 0.0573216
0.03125 0.5 0.114505
0.046875 0.484375 0.170958
0.0625 0.484375 0.227303
0.046875 0.5 0.171413
0.0625 0.5 0.227907
0.078125 0.453125 0.281504
0.09375 0.453125 0.336309
0.078125 0.46875 0.282317
0.09375 0.46875 0.337279
0.109375 0.453125 0.390303
0.125 0.453125 0.443357
0.109375 0.46875 0.391429
0.125 0.46875 0.444636
0.078125 0.484375 0.2831
0.09375 0.484375 0.338215
0.078125 0.5 0.283853
0.09375 0.5 0.339115
0.109375 0.484375 0.392516
0.125 0.484375 0.44587
0.109375 0.5 0.39356
0.125 0.5 0.447056
0.140625 0.390625 0.489086
0.15625 0.390625 0.539238
0.140625 0.40625 0.490732
0.15625 0.40625 0.541052
0.171875 0.390625 0.58809
0.1875 0.390625 0.635525
0.171875 0.40625 0.590068
0.1875 0.40625 0.637663
0.140625 0.421875 0.492324
0.15625 0.421875 0.542807
0.140625 0.4375 0.49386
0.15625 0.4375 0.5445
0.171875 0.421875 0.591982
0.1875 0.421875 0.639732
0.171875 0.4375 0.593829
0.1875 0.4375 0.641727
0.203125 0.390625 0.681429
0.21875 0.390625 0.725692
0.203125 0.40625 0.683722
0.21875 0.40625 0.728133
0.234375 0.390625 0.768206
0.25 0.390625 0.80887
0.234375 0.40625 0.770791
0.25 0.40625 0.811591
0.203125 0.421875 0.68594
0.21875 0.421875 0.730495
0.203125 0.4375 0.68808
0.21875 0.4375 0.732774
0.234375 0.421875 0.773291
0.25 0.421875 0.814224
0.234375 0.4375 0.775703
0.25 0.4375 0.816764
0.140625 0.453125 0.495343
0.15625 0.453125 0.546136
0.140625 0.46875 0.496772
0.15625 0.46875 0.547712
0.171875 0.453125 0.595613
0.1875 0.453125 0.643655
0.171875 0.46875 0.597331
0.1875 0.46875 0.645512
0.140625 0.484375 0.498151
0.15625 0.484375 0.549232
0.140625 0.5 0.499476
0.15625 0.5 0.550693
0.171875 0.484375 0.598989
0.1875 0.484375 0.647303
0.171875 0.5 0.600582
0.1875 0.5 0.649025
0.203125 0.453125 0.690147
0.21875 0.453125 0.734976
0.203125 0.46875 0.692138
0.21875 0.46875 0.737096
0.234375 0.453125 0.778034
0.25 0.453125 0.819218
0.234375 0.46875 0.780278
0.25 0.46875 0.821581
0.203125 0.484375 0.694058
0.21875 0.484375 0.739141
0.203125 0.5 0.695905
0.21875 0.5 0.741108
0.234375 0.484375 0.782444
0.25 0.484375 0.823861
0.234375 0.5 0.784525
0.25 0.5 0.826053
0.265625 0.265625 0.821149
0.28125 0.265625 0.856679
0.265625 0.28125 0.824817
0.28125 0.28125 0.860505
0.296875 0.265625 0.890144
0.3125 0.265625 0.921465
0.296875 0.28125 0.89412
0.3125 0.28125 0.925581
0.265625 0.296875 0.828379
0.28125 0.296875 0.864222
0.265625 0.3125 0.831835
0.28125 0.3125 0.867826
0.296875 0.296875 0.897982
0.3125 0.296875 0.929579
0.296875 0.3125 0.901727
0.3125 0.3125 0.933456
0.328125 0.265625 0.950567
0.34375 0.265625 0.977378
0.328125 0.28125 0.954812
0.34375 0.28125 0.981743
0.359375 0.265625 1.00183
0.375 0.265625 1.02388
0.359375 0.28125 1.00631
0.375 0.28125 1.02845
0.328125 0.296875 0.958936
0.34375 0.296875 0.985983
0.328125 0.3125 0.962936
0.34375 0.3125 0.990096
0.359375 0.296875 1.01066
0.375 0.296875 1.03289
0.359375 0.3125 1.01487
0.375 0.3125 1.0372
0.265625 0.328125 0.835188
0.28125 0.328125 0.871324
0.265625 0.34375 0.838436
0.28125 0.34375 0.874714
0.296875 0.328125 0.905362
0.3125 0.328125 0.937219
0.296875 0.34375 0.908884
0.3125 0.34375 0.940864
0.265625 0.359375 0.841586
0.28125 0.359375 0.877999
0.265625 0.375 0.844633
0.28125 0.375 0.881179
0.296875 0.359375 0.912298
0.3125 0.359375 0.944398
0.296875 0.375 0.915601
0.3125 0.375 0.947818
0.328125 0.328125 0.966817
0.34375 0.328125 0.994087
0.328125 0.34375 0.970578
0.34375 0.34375 0.997954
0.359375 0.328125 1.01896
0.375 0.328125 1.04138
0.359375 0.34375 1.02292
0.375 0.34375 1.04543
0.328125 0.359375 0.974224
0.34375 0.359375 1.0017
0.328125 0.375 0.977752
0.34375 0.375 1.00533
0.359375 0.359375 1.02677
0.375 0.359375 1.04936
0.359375 0.375 1.03049
0.375 0.375 1.05316
0.390625 0.265625 1.04345
0.40625 0.265625 1.06052
0.390625 0.28125 1.04811
0.40625 0.28125 1.06525
0.421875 0.265625 1.07502
0.4375 0.265625 1.08694
0.421875 0.28125 1.07983
0.4375 0.28125 1.0918
0.390625 0.296875 1.05264
0.40625 0.296875 1.06985
0.390625 0.3125 1.05703
0.40625 0.3125 1.07432
0.421875 0.296875 1.08449
0.4375 0.296875 1.09651
0.421875 0.3125 1.08901
0.4375 0.3125 1.10109
0.453125 0.265625 1.09624
0.46875 0.265625 1.1029
0.453125 0.28125 1.10114
0.46875 0.28125 1.10783
0.484375 0.265625 1.1069
0.5 0.265625 1.10824
0.484375 0.28125 1.11185
0.5 0.28125 1.11319
0.453125 0.296875 1.10589
0.46875 0.296875 1.11261
0.453125 0.3125 1.11051
0.46875 0.3125 1.11725
0.484375 0.296875 1.11665
0.5 0.296875 1.11799
0.484375 0.3125 1.12131
0.5 0.3125 1.12266
0.390625 0.328125 1.06129
0.40625 0.328125 1.07865
0.390625 0.34375 1.06542
0.40625 0.34375 1.08284
0.421875 0.328125 1.0934
0.4375 0.328125 1.10552
0.421875 0.34375 1.09766
0.4375 0.34375 1.10982
0.390625 0.359375 1.06942
0.40625 0.359375 1.08691
0.390625 0.375 1.0733
0.40625 0.375 1.09085
0.421875 0.359375 1.10178
0.4375 0.359375 1.11399
0.421875 0.375 1.10577
0.4375 0.375 1.11803
0.453125 0.328125 1.11498
0.46875 0.328125 1.12176
0.453125 0.34375 1.11932
0.46875 0.34375 1.12612
0.484375 0.328125 1.12583
0.5 0.328125 1.12718
0.484375 0.34375 1.1302
0.5 0.34375 1.13157
0.453125 0.359375 1.12352
0.46875 0.359375 1.13035
0.453125 0.375 1.12759
0.46875 0.375 1.13444
0.484375 0.359375 1.13445
0.5 0.359375 1.13582
0.484375 0.375 1.13856
0.5 0.375 1.13993
0.265625 0.390625 0.847585
0.28125 0.390625 0.884258
0.265625 0.40625 0.850437
0.28125 0.40625 0.887233
0.296875 0.390625 0.918801
