x y t u
0.15625 0.90625 0 0.658945
0.15625 0.90625 0.03125 0.678112
0.1875 0.90625 0 0.675016
0.1875 0.90625 0.03125 0.695
0.15625 0.9375 0 0.647691
0.15625 0.9375 0.03125 0.66756
0.1875 0.9375 0 0.663212
0.1875 0.9375 0.03125 0.68392
0.15625 0.90625 0.0625 0.700875
0.1875 0.90625 0.0625 0.718472
0.15625 0.9375 0.0625 0.691004
0.1875 0.9375 0.0625 0.708103
0.21875 0.90625 0 0.690958
0.21875 0.90625 0.03125 0.71176
0.25 0.90625 0 0.706694
0.25 0.90625 0.03125 0.728312
0.21875 0.9375 0 0.678595
0.21875 0.9375 0.03125 0.700144
0.25 0.9375 0 0.693767
0.25 0.9375 0.03125 0.716153
0.21875 0.90625 0.0625 0.735918
0.25 0.90625 0.0625 0.753123
0.21875 0.9375 0.0625 0.725042
0.25 0.9375 0.0625 0.741736
0.15625 0.96875 0 0.636025
0.15625 0.96875 0.03125 0.656489
0.1875 0.96875 0 0.650985
0.1875 0.96875 0.03125 0.672305
0.15625 1 0 0.62401
0.15625 1 0.03125 0.644968
0.1875 1 0 0.638404
0.1875 1 0.03125 0.660227
0.15625 0.96875 0.0625 0.680503
0.1875 0.96875 0.0625 0.697079
0.15625 1 0.0625 0.66944
0.1875 1 0.0625 0.685475
0.21875 0.96875 0 0.6658
0.21875 0.96875 0.03125 0.687975
0.25 0.96875 0 0.680399
0.25 0.96875 0.03125 0.703427
0.21875 1 0 0.652645
0.21875 1 0.03125 0.675333
0.25 1 0 0.666667
0.25 1 0.03125 0.690214
0.21875 0.96875 0.0625 0.713488
0.25 0.96875 0.0625 0.729647
0.21875 1 0.0625 0.701335
0.25 1 0.0625 0.716941
0.15625 0.90625 0.09375 0.726864
0.1875 0.90625 0.09375 0.745007
0.15625 0.9375 0.09375 0.71764
0.1875 0.9375 0.09375 0.735319
0.15625 0.90625 0.125 0.755516
0.1875 0.90625 0.125 0.773972
0.15625 0.9375 0.125 0.746871
0.1875 0.9375 0.125 0.764902
0.21875 0.90625 0.09375 0.762941
0.25 0.90625 0.09375 0.78057
0.21875 0.9375 0.09375 0.752784
0.25 0.9375 0.09375 0.769939
0.21875 0.90625 0.125 0.792127
0.25 0.90625 0.125 0.80987
0.21875 0.9375 0.125 0.782627
0.25 0.9375 0.125 0.799942
0.15625 0.96875 0.09375 0.707668
0.1875 0.96875 0.09375 0.724853
0.15625 1 0.09375 0.697019
0.1875 1 0.09375 0.713684
0.15625 0.96875 0.125 0.737358
0.1875 0.96875 0.125 0.754926
0.15625 1 0.125 0.72705
0.1875 1 0.125 0.744122
0.21875 0.96875 0.09375 0.741817
0.25 0.96875 0.09375 0.758469
0.21875 1 0.09375 0.730122
0.25 1 0.09375 0.746246
0.21875 0.96875 0.125 0.772185
0.25 0.96875 0.125 0.789034
0.21875 1 0.125 0.760883
0.25 1 0.125 0.777235
0 0.78125 0.15625 0.707429
0.03125 0.78125 0.15625 0.727478
0.0625 0.78125 0.15625 0.747604
0 0.8125 0.15625 0.704656
0.03125 0.8125 0.15625 0.724546
0.0625 0.8125 0.15625 0.744509
0 0.78125 0.1875 0.736729
0.03125 0.78125 0.1875 0.756954
0.0625 0.78125 0.1875 0.777139
0 0.8125 0.1875 0.7345
0.03125 0.8125 0.1875 0.754602
0.0625 0.8125 0.1875 0.77466
0.09375 0.78125 0.15625 0.767724
0.125 0.78125 0.15625 0.787744
0.09375 0.8125 0.15625 0.76446
0.125 0.8125 0.15625 0.784308
0.09375 0.78125 0.1875 0.797186
0.125 0.78125 0.1875 0.81699
0.09375 0.8125 0.1875 0.794579
0.125 0.8125 0.1875 0.814252
0 0.84375 0.15625 0.700944
0.03125 0.84375 0.15625 0.720623
0.0625 0.84375 0.15625 0.740367
0 0.875 0.15625 0.696322
0.03125 0.875 0.15625 0.715739
0.0625 0.875 0.15625 0.735213
0 0.84375 0.1875 0.731238
0.03125 0.84375 0.1875 0.75116
0.0625 0.84375 0.1875 0.771034
0 0.875 0.1875 0.726972
0.03125 0.875 0.1875 0.746659
0.0625 0.875 0.1875 0.766291
0.09375 0.84375 0.15625 0.760094
0.125 0.84375 0.15625 0.779713
0.09375 0.875 0.15625 0.754662
0.125 0.875 0.15625 0.773998
0.09375 0.84375 0.1875 0.790764
0.125 0.84375 0.1875 0.810245
0.09375 0.875 0.1875 0.785776
0.125 0.875 0.1875 0.805009
0 0.78125 0.21875 0.767783
0.03125 0.78125 0.21875 0.787959
0.0625 0.78125 0.21875 0.807944
0 0.8125 0.21875 0.765884
0.03125 0.8125 0.21875 0.785959
0.0625 0.8125 0.21875 0.805842
0 0.78125 0.25 0.799375
0.03125 0.78125 0.25 0.819228
0.0625 0.78125 0.25 0.838709
0 0.8125 0.25 0.797508
0.03125 0.8125 0.25 0.817267
0.0625 0.8125 0.25 0.836654
0.09375 0.78125 0.21875 0.827627
0.125 0.78125 0.21875 0.846888
0.09375 0.8125 0.21875 0.825421
0.125 0.8125 0.21875 0.844579
0.09375 0.78125 0.25 0.857697
0.125 0.78125 0.25 0.876058
0.09375 0.8125 0.25 0.855548
0.125 0.8125 0.25 0.873816
0 0.84375 0.21875 0.762856
0.03125 0.84375 0.21875 0.78277
0.0625 0.84375 0.21875 0.80249
0 0.875 0.21875 0.758725
0.03125 0.875 0.21875 0.778422
0.0625 0.875 0.21875 0.797919
0 0.84375 0.25 0.794414
0.03125 0.84375 0.25 0.814018
0.0625 0.84375 0.25 0.83325
0 0.875 0.25 0.790123
0.03125 0.875 0.25 0.809512
0.0625 0.875 0.25 0.828528
0.09375 0.84375 0.21875 0.821905
0.125 0.84375 0.21875 0.840897
0.09375 0.875 0.21875 0.81711
0.125 0.875 0.21875 0.835877
0.09375 0.84375 0.25 0.851987
0.125 0.84375 0.25 0.870101
0.09375 0.875 0.25 0.847049
0.125 0.875 0.25 0.86495
0.15625 0.78125 0.15625 0.807561
0.1875 0.78125 0.15625 0.827064
0.15625 0.8125 0.15625 0.803951
0.1875 0.8125 0.15625 0.823278
0.15625 0.78125 0.1875 0.836435
0.1875 0.78125 0.1875 0.855396
0.15625 0.8125 0.1875 0.833564
0.1875 0.8125 0.1875 0.852394
0.21875 0.78125 0.15625 0.846133
0.25 0.78125 0.15625 0.86464
0.21875 0.8125 0.15625 0.84217
0.25 0.8125 0.15625 0.860502
0.21875 0.78125 0.1875 0.873743
0.25 0.78125 0.1875 0.89134
0.21875 0.8125 0.1875 0.870611
0.25 0.8125 0.1875 0.88808
0.15625 0.84375 0.15625 0.799123
0.1875 0.84375 0.15625 0.818215
0.15625 0.875 0.15625 0.79312
0.1875 0.875 0.15625 0.811923
0.15625 0.84375 0.1875 0.829366
0.1875 0.84375 0.1875 0.848003
0.15625 0.875 0.1875 0.823879
0.1875 0.875 0.1875 0.842268
0.21875 0.84375 0.15625 0.836873
0.25 0.84375 0.15625 0.854971
0.21875 0.875 0.15625 0.83029
0.25 0.875 0.15625 0.848102
0.21875 0.84375 0.1875 0.866031
0.25 0.84375 0.1875 0.883314
0.21875 0.875 0.1875 0.860048
0.25 0.875 0.1875 0.877091
0.15625 0.78125 0.21875 0.8656
0.1875 0.78125 0.21875 0.883629
0.15625 0.8125 0.21875 0.863188
0.1875 0.8125 0.21875 0.881115
0.15625 0.78125 0.25 0.893658
0.1875 0.78125 0.25 0.910355
0.15625 0.8125 0.25 0.891324
0.1875 0.8125 0.25 0.907933
0.21875 0.78125 0.21875 0.900837
0.25 0.78125 0.21875 0.917081
0.21875 0.8125 0.21875 0.898224
0.25 0.8125 0.21875 0.914372
0.21875 0.78125 0.25 0.926007
0.25 0.78125 0.25 0.940474
0.21875 0.8125 0.25 0.923501
0.25 0.8125 0.25 0.937889
0.15625 0.84375 0.21875 0.859342
0.1875 0.84375 0.21875 0.877107
0.15625 0.875 0.21875 0.854099
0.1875 0.875 0.21875 0.871645
0.15625 0.84375 0.25 0.887459
0.1875 0.84375 0.25 0.903921
0.15625 0.875 0.25 0.882099
0.1875 0.875 0.25 0.898361
0.21875 0.84375 0.21875 0.894058
0.25 0.84375 0.21875 0.910055
0.21875 0.875 0.21875 0.888382
0.25 0.875 0.21875 0.904175
0.21875 0.84375 0.25 0.91935
0.25 0.84375 0.25 0.933607
0.21875 0.875 0.25 0.913598
0.25 0.875 0.25 0.927675
0 0.90625 0.15625 0.690828
0.03125 0.90625 0.15625 0.709935
0.0625 0.90625 0.15625 0.72909
0 0.9375 0.15625 0.684503
0.03125 0.9375 0.15625 0.703257
0.0625 0.9375 0.15625 0.722047
0 0.90625 0.1875 0.721737
0.03125 0.90625 0.1875 0.741136
0.0625 0.90625 0.1875 0.760475
0 0.9375 0.1875 0.715575
0.03125 0.9375 0.1875 0.734639
0.0625 0.9375 0.1875 0.753634
0.09375 0.90625 0.15625 0.748212
0.125 0.90625 0.15625 0.767214
0.09375 0.9375 0.15625 0.740797
0.125 0.9375 0.15625 0.759418
0.09375 0.90625 0.1875 0.77966
0.125 0.90625 0.1875 0.79859
0.09375 0.9375 0.1875 0.772469
0.125 0.9375 0.1875 0.791046
0 0.96875 0.15625 0.677395
0.03125 0.96875 0.15625 0.695756
0.0625 0.96875 0.15625 0.714141
0 1 0.15625 0.669557
0.03125 1 0.15625 0.687488
0.0625 1 0.15625 0.705433
0 0.96875 0.1875 0.708535
0.03125 0.96875 0.1875 0.727218
0.0625 0.96875 0.1875 0.745825
0 1 0.1875 0.700672
0.03125 1 0.1875 0.718934
0.0625 1 0.1875 0.737111
0.09375 0.96875 0.15625 0.732476
0.125 0.96875 0.15625 0.750675
0.09375 1 0.15625 0.723316
0.125 1 0.15625 0.741055
0.09375 0.96875 0.1875 0.764265
0.125 0.96875 0.1875 0.782443
0.09375 1 0.1875 0.755115
0.125 1 0.1875 0.772852
0 0.90625 0.21875 0.753529
0.03125 0.90625 0.21875 0.772951
0.0625 0.90625 0.21875 0.79217
0 0.9375 0.21875 0.74731
0.03125 0.9375 0.21875 0.766407
0.0625 0.9375 0.21875 0.785295
0 0.90625 0.25 0.784674
0.03125 0.90625 0.25 0.803791
0.0625 0.90625 0.25 0.822532
0 0.9375 0.25 0.778116
0.03125 0.9375 0.25 0.796906
0.0625 0.9375 0.25 0.81532
0.09375 0.90625 0.21875 0.81108
0.125 0.90625 0.21875 0.829567
0.09375 0.9375 0.21875 0.803872
0.125 0.9375 0.21875 0.822026
0.09375 0.90625 0.25 0.840781
0.125 0.90625 0.25 0.858414
0.09375 0.9375 0.25 0.833243
0.125 0.9375 0.25 0.850554
0 0.96875 0.21875 0.740123
0.03125 0.96875 0.21875 0.758845
0.0625 0.96875 0.21875 0.777354
0 1 0.21875 0.732024
0.03125 1 0.21875 0.750326
0.0625 1 0.21875 0.768412
0 0.96875 0.25 0.770504
0.03125 0.96875 0.25 0.788917
0.0625 0.96875 0.25 0.806954
0 1 0.25 0.761905
0.03125 1 0.25 0.779893
0.0625 1 0.25 0.797508
0.09375 0.96875 0.21875 0.795549
0.125 0.96875 0.21875 0.813322
0.09375 1 0.21875 0.786182
0.125 1 0.21875 0.80353
0.09375 0.96875 0.25 0.824503
0.125 0.96875 0.25 0.841445
0.09375 1 0.25 0.814638
0.125 1 0.25 0.831169
0.15625 0.90625 0.15625 0.785997
0.1875 0.90625 0.15625 0.804459
0.15625 0.9375 0.15625 0.777816
0.1875 0.9375 0.15625 0.795889
0.15625 0.90625 0.1875 0.817156
0.1875 0.90625 0.1875 0.835241
0.15625 0.9375 0.1875 0.809257
0.1875 0.9375 0.1875 0.826989
0.21875 0.90625 0.15625 0.822485
0.25 0.90625 0.15625 0.839959
0.21875 0.9375 0.15625 0.813528
0.25 0.9375 0.15625 0.830617
0.21875 0.90625 0.1875 0.852722
0.25 0.90625 0.1875 0.869471
0.21875 0.9375 0.1875 0.844121
0.25 0.9375 0.1875 0.860529
0.15625 0.96875 0.15625 0.768646
0.1875 0.96875 0.15625 0.786289
0.15625 1 0.15625 0.758561
0.1875 1 0.15625 0.775737
0.15625 0.96875 0.1875 0.800253
0.1875 0.96875 0.1875 0.817586
0.15625 1 0.1875 0.790222
0.1875 1 0.1875 0.807115
0.21875 0.96875 0.15625 0.803498
0.25 0.96875 0.15625 0.820162
0.21875 1 0.15625 0.79248
0.25 1 0.15625 0.808683
0.21875 0.96875 0.1875 0.834324
0.25 0.96875 0.1875 0.850348
0.21875 1 0.1875 0.82342
0.25 1 0.1875 0.839021
0.15625 0.90625 0.21875 0.84751
0.1875 0.90625 0.21875 0.864783
0.15625 0.9375 0.21875 0.839639
0.1875 0.9375 0.21875 0.856587
0.15625 0.90625 0.25 0.8753
0.1875 0.90625 0.25 0.891308
0.15625 0.9375 0.25 0.867127
0.1875 0.9375 0.25 0.882832
0.21875 0.90625 0.21875 0.881254
0.25 0.90625 0.21875 0.89679
0.21875 0.9375 0.21875 0.872742
0.25 0.9375 0.21875 0.887975
0.21875 0.90625 0.25 0.906303
0.25 0.90625 0.25 0.920153
0.21875 0.9375 0.25 0.897539
0.25 0.9375 0.25 0.91112
0.15625 0.96875 0.21875 0.830557
0.1875 0.96875 0.21875 0.847134
0.15625 1 0.21875 0.820345
0.1875 1 0.21875 0.83651
0.15625 0.96875 0.25 0.857658
0.1875 0.96875 0.25 0.873017
0.15625 1 0.25 0.846981
0.1875 1 0.25 0.861953
0.21875 0.96875 0.21875 0.862929
0.25 0.96875 0.21875 0.877816
0.21875 1 0.21875 0.851905
0.25 1 0.21875 0.866408
0.21875 0.96875 0.25 0.887394
0.25 0.96875 0.25 0.900664
0.21875 1 0.25 0.875962
0.25 1 0.25 0.888889
0.28125 0.78125 0 0.769925
0.28125 0.78125 0.03125 0.78782
0.3125 0.78125 0 0.787087
0.3125 0.78125 0.03125 0.80561
0.28125 0.8125 0 0.759081
0.28125 0.8125 0.03125 0.778313
0.3125 0.8125 0 0.775758
0.3125 0.8125 0.03125 0.795671
0.28125 0.78125 0.0625 0.808603
0.3125 0.78125 0.0625 0.826749
0.28125 0.8125 0.0625 0.800465
0.3125 0.8125 0.0625 0.818243
0.34375 0.78125 0 0.803768
0.34375 0.78125 0.03125 0.822898
0.375 0.78125 0 0.819856
0.375 0.78125 0.03125 0.839565
0.34375 0.8125 0 0.791957
0.34375 0.8125 0.03125 0.81253
0.375 0.8125 0 0.807571
0.375 0.8125 0.03125 0.828776
0.34375 0.78125 0.0625 0.844335
0.375 0.78125 0.0625 0.861235
0.34375 0.8125 0.0625 0.835465
0.375 0.8125 0.0625 0.852008
0.28125 0.84375 0 0.747445
0.28125 0.84375 0.03125 0.76788
0.3125 0.84375 0 0.763609
0.3125 0.84375 0.03125 0.78477
0.28125 0.875 0 0.735104
0.28125 0.875 0.03125 0.756603
0.3125 0.875 0 0.750733
0.3125 0.875 0.03125 0.772995
0.28125 0.84375 0.0625 0.791264
0.3125 0.84375 0.0625 0.808631
0.28125 0.875 0.0625 0.781079
0.3125 0.875 0.0625 0.797996
0.34375 0.84375 0 0.7793
0.34375 0.84375 0.03125 0.801164
0.375 0.84375 0 0.794414
0.375 0.84375 0.03125 0.816954
0.34375 0.875 0 0.765894
0.34375 0.875 0.03125 0.788895
0.375 0.875 0 0.780488
0.375 0.875 0.03125 0.8042
0.34375 0.84375 0.0625 0.825446
0.375 0.84375 0.0625 0.841589
0.34375 0.875 0.0625 0.814366
0.375 0.875 0.0625 0.830074
0.28125 0.78125 0.09375 0.831773
0.3125 0.78125 0.09375 0.849943
0.28125 0.8125 0.09375 0.824998
0.3125 0.8125 0.09375 0.84287
0.28125 0.78125 0.125 0.856673
0.3125 0.78125 0.125 0.874473
0.28125 0.8125 0.125 0.851201
0.3125 0.8125 0.125 0.868771
0.34375 0.78125 0.09375 0.867454
0.375 0.78125 0.09375 0.884173
0.34375 0.8125 0.09375 0.860088
0.375 0.8125 0.09375 0.87652
0.34375 0.78125 0.125 0.891473
0.375 0.78125 0.125 0.907536
0.34375 0.8125 0.125 0.885548
0.375 0.8125 0.125 0.901396
0.28125 0.84375 0.09375 0.817027
0.3125 0.84375 0.09375 0.834551
0.28125 0.875 0.09375 0.80793
0.3125 0.875 0.09375 0.825061
0.28125 0.84375 0.125 0.844402
0.3125 0.84375 0.125 0.861688
0.28125 0.875 0.125 0.83634
0.3125 0.875 0.125 0.853293
0.34375 0.84375 0.09375 0.851425
0.375 0.84375 0.09375 0.867525
0.34375 0.875 0.09375 0.841549
0.375 0.875 0.09375 0.857272
0.34375 0.84375 0.125 0.878189
0.375 0.84375 0.125 0.893772
0.34375 0.875 0.125 0.86947
0.375 0.875 0.125 0.884741
0.40625 0.78125 0 0.835237
0.40625 0.78125 0.03125 0.855492
0.4375 0.78125 0 0.849793
0.4375 0.78125 0.03125 0.870551
0.40625 0.8125 0 0.82249
0.40625 0.8125 0.03125 0.844291
0.4375 0.8125 0 0.836601
0.4375 0.8125 0.03125 0.858955
0.40625 0.78125 0.0625 0.877321
0.4375 0.78125 0.0625 0.892461
0.40625 0.8125 0.0625 0.867747
0.4375 0.8125 0.0625 0.882555
0.46875 0.78125 0 0.863406
0.46875 0.78125 0.03125 0.884621
0.5 0.78125 0 0.875962
0.5 0.78125 0.03125 0.897576
0.46875 0.8125 0 0.849793
0.46875 0.8125 0.03125 0.872648
0.5 0.8125 0 0.861953
0.5 0.8125 0.03125 0.885252
0.46875 0.78125 0.0625 0.906525
0.5 0.78125 0.0625 0.919386
0.46875 0.8125 0.0625 0.896305
0.5 0.8125 0.0625 0.908875
0.40625 0.84375 0 0.808847
0.40625 0.84375 0.03125 0.832025
0.4375 0.84375 0 0.82249
0.4375 0.84375 0.03125 0.846262
0.40625 0.875 0 0.794414
0.40625 0.875 0.03125 0.818798
0.4375 0.875 0 0.807571
0.4375 0.875 0.03125 0.832581
0.40625 0.84375 0.0625 0.856941
0.4375 0.84375 0.0625 0.871379
0.40625 0.875 0.0625 0.845003
0.4375 0.875 0.0625 0.859036
0.46875 0.84375 0 0.835237
0.46875 0.84375 0.03125 0.859549
0.5 0.84375 0 0.846981
0.5 0.84375 0.03125 0.871774
0.46875 0.875 0 0.819856
0.46875 0.875 0.03125 0.845439
0.5 0.875 0 0.831169
0.5 0.875 0.03125 0.857262
0.46875 0.84375 0.0625 0.884779
0.5 0.84375 0.0625 0.897024
0.46875 0.875 0.0625 0.872056
0.5 0.875 0.0625 0.883948
0.40625 0.78125 0.09375 0.899965
0.4375 0.78125 0.09375 0.914694
0.40625 0.8125 0.09375 0.892037
0.4375 0.8125 0.09375 0.906505
0.40625 0.78125 0.125 0.922524
0.4375 0.78125 0.125 0.936299
0.40625 0.8125 0.125 0.916179
0.4375 0.8125 0.125 0.929764
0.46875 0.78125 0.09375 0.928228
0.5 0.78125 0.09375 0.940437
0.46875 0.8125 0.09375 0.919795
0.5 0.8125 0.09375 0.931782
0.46875 0.78125 0.125 0.948731
0.5 0.78125 0.125 0.959693
0.46875 0.8125 0.125 0.94202
0.5 0.8125 0.125 0.952827
0.40625 0.84375 0.09375 0.882721
0.4375 0.84375 0.09375 0.896885
0.40625 0.875 0.09375 0.872107
0.4375 0.875 0.09375 0.885929
0.40625 0.84375 0.125 0.908303
0.4375 0.84375 0.125 0.921653
0.40625 0.875 0.125 0.898977
0.4375 0.875 0.125 0.91205
0.46875 0.84375 0.09375 0.909892
0.5 0.84375 0.09375 0.921619
0.46875 0.875 0.09375 0.898615
0.5 0.875 0.09375 0.91005
0.46875 0.84375 0.125 0.933694
0.5 0.84375 0.125 0.944309
0.46875 0.875 0.125 0.923839
0.5 0.875 0.125 0.934229
0.28125 0.90625 0 0.722144
0.28125 0.90625 0.03125 0.744569
0.3125 0.90625 0 0.737221
0.3125 0.90625 0.03125 0.760437
0.28125 0.9375 0 0.708651
0.28125 0.9375 0.03125 0.731865
0.3125 0.9375 0 0.723164
0.3125 0.9375 0.03125 0.74719
0.28125 0.90625 0.0625 0.769993
0.3125 0.90625 0.0625 0.786427
0.28125 0.9375 0.0625 0.758093
0.3125 0.9375 0.0625 0.774016
0.34375 0.90625 0 0.751836
0.34375 0.90625 0.03125 0.775819
0.375 0.90625 0 0.765894
0.375 0.90625 0.03125 0.790615
0.34375 0.9375 0 0.737221
0.34375 0.9375 0.03125 0.762034
0.375 0.9375 0 0.750733
0.375 0.9375 0.03125 0.776303
0.34375 0.90625 0.0625 0.802319
0.375 0.90625 0.0625 0.81756
0.34375 0.9375 0.0625 0.789405
0.375 0.9375 0.0625 0.804153
0.28125 0.96875 0 0.694708
0.28125 0.96875 0.03125 0.718578
0.3125 0.96875 0 0.708651
0.3125 0.96875 0.03125 0.733345
0.28125 1 0 0.680399
0.28125 1 0.03125 0.704795
0.3125 1 0 0.693767
0.3125 1 0.03125 0.718994
0.28125 0.96875 0.0625 0.745468
0.3125 0.96875 0.0625 0.760859
0.28125 1 0.0625 0.732209
0.3125 1 0.0625 0.74705
0.34375 0.96875 0 0.722144
0.34375 0.96875 0.03125 0.747638
0.375 0.96875 0 0.735104
0.375 0.96875 0.03125 0.761366
0.34375 1 0 0.706694
0.34375 1 0.03125 0.732727
0.375 1 0 0.719101
0.375 1 0.03125 0.745906
0.34375 0.96875 0.0625 0.775722
0.375 0.96875 0.0625 0.789956
0.34375 1 0.0625 0.76137
0.375 1 0.0625 0.775076
0.28125 0.90625 0.09375 0.797788
0.3125 0.90625 0.09375 0.814485
0.28125 0.9375 0.09375 0.786685
0.3125 0.9375 0.09375 0.802915
0.28125 0.90625 0.125 0.82709
0.3125 0.90625 0.125 0.843666
0.28125 0.9375 0.125 0.816735
0.3125 0.9375 0.125 0.832893
0.34375 0.90625 0.09375 0.830548
0.375 0.90625 0.09375 0.845857
0.34375 0.9375 0.09375 0.818518
0.375 0.9375 0.09375 0.833381
0.34375 0.90625 0.125 0.859474
0.375 0.90625 0.125 0.874391
0.34375 0.9375 0.125 0.848295
0.375 0.9375 0.125 0.862821
0.28125 0.96875 0.09375 0.774712
0.3125 0.96875 0.09375 0.790445
0.28125 1 0.09375 0.761962
0.3125 1 0.09375 0.777174
0.28125 0.96875 0.125 0.805366
0.3125 0.96875 0.125 0.82107
0.28125 1 0.125 0.793075
0.3125 1 0.125 0.808296
0.34375 0.96875 0.09375 0.80556
0.375 0.96875 0.09375 0.81995
0.34375 1 0.09375 0.791778
0.375 1 0.09375 0.805672
0.34375 0.96875 0.125 0.836031
0.375 0.96875 0.125 0.850134
0.34375 1 0.125 0.822788
0.375 1 0.125 0.83644
0.40625 0.90625 0 0.7793
0.40625 0.90625 0.03125 0.804719
0.4375 0.90625 0 0.791957
0.4375 0.90625 0.03125 0.818027
0.40625 0.9375 0 0.763609
0.40625 0.9375 0.03125 0.789895
0.4375 0.9375 0 0.775758
0.4375 0.9375 0.03125 0.802712
0.40625 0.90625 0.0625 0.832038
0.4375 0.90625 0.0625 0.845638
0.40625 0.9375 0.0625 0.818153
0.4375 0.9375 0.0625 0.831298
0.46875 0.90625 0 0.803768
0.46875 0.90625 0.03125 0.830434
0.5 0.90625 0 0.814638
0.5 0.90625 0.03125 0.841837
0.46875 0.9375 0 0.787087
0.46875 0.9375 0.03125 0.814654
0.5 0.9375 0 0.797508
0.5 0.9375 0.03125 0.825623
0.46875 0.90625 0.0625 0.85825
0.5 0.90625 0.0625 0.869764
0.46875 0.9375 0.0625 0.84348
0.5 0.9375 0.0625 0.854596
0.40625 0.96875 0 0.747445
0.40625 0.96875 0.03125 0.774435
0.4375 0.96875 0 0.759081
0.4375 0.96875 0.03125 0.786749
0.40625 1 0 0.730906
0.40625 1 0.03125 0.758443
0.4375 1 0 0.742029
0.4375 1 0.03125 0.770248
0.40625 0.96875 0.0625 0.80346
0.4375 0.96875 0.0625 0.81613
0.40625 1 0.0625 0.788069
0.4375 1 0.0625 0.800252
0.46875 0.96875 0 0.769925
0.46875 0.96875 0.03125 0.798215
0.5 0.96875 0 0.779893
0.5 0.96875 0.03125 0.808741
0.46875 1 0 0.752388
0.46875 1 0.03125 0.781232
0.5 1 0 0.761905
0.5 1 0.03125 0.79131
0.46875 0.96875 0.0625 0.827867
0.5 0.96875 0.0625 0.83857
0.46875 1 0.0625 0.811529
0.5 1 0.0625 0.821808
0.40625 0.90625 0.09375 0.860294
0.4375 0.90625 0.09375 0.873739
0.40625 0.9375 0.09375 0.84739
0.4375 0.9375 0.09375 0.860429
0.40625 0.90625 0.125 0.888292
0.4375 0.90625 0.125 0.901052
0.40625 0.9375 0.125 0.87635
0.4375 0.9375 0.125 0.888765
0.46875 0.90625 0.09375 0.886075
0.5 0.90625 0.09375 0.897189
0.46875 0.9375 0.09375 0.872387
0.5 0.9375 0.09375 0.883156
0.46875 0.90625 0.125 0.912555
0.5 0.90625 0.125 0.92269
0.46875 0.9375 0.125 0.899953
0.5 0.9375 0.125 0.909805
0.40625 0.96875 0.09375 0.833504
0.4375 0.96875 0.09375 0.846114
0.40625 1 0.09375 0.818752
0.4375 1 0.09375 0.830912
0.40625 0.96875 0.125 0.863262
0.4375 0.96875 0.125 0.875304
0.40625 1 0.125 0.849143
0.4375 1 0.125 0.860788
0.46875 0.96875 0.09375 0.857671
0.5 0.96875 0.09375 0.868075
0.46875 1 0.09375 0.842052
0.5 1 0.09375 0.852074
0.46875 0.96875 0.125 0.88615
0.5 0.96875 0.125 0.895698
0.46875 1 0.125 0.871271
0.5 1 0.125 0.880496
0.28125 0.78125 0.15625 0.882451
0.3125 0.78125 0.15625 0.89943
0.28125 0.8125 0.15625 0.878141
0.3125 0.8125 0.15625 0.894952
0.28125 0.78125 0.1875 0.908047
0.3125 0.78125 0.1875 0.923722
0.28125 0.8125 0.1875 0.904664
0.3125 0.8125 0.1875 0.920221
0.34375 0.78125 0.15625 0.915435
0.375 0.78125 0.15625 0.930326
0.34375 0.8125 0.15625 0.910797
0.375 0.8125 0.15625 0.925535
0.34375 0.78125 0.1875 0.938225
0.375 0.78125 0.1875 0.951418
0.34375 0.8125 0.1875 0.934613
0.375 0.8125 0.1875 0.947704
0.28125 0.84375 0.15625 0.872382
0.3125 0.84375 0.15625 0.88897
0.28125 0.875 0.15625 0.86523
0.3125 0.875 0.15625 0.881544
0.28125 0.84375 0.1875 0.899718
0.3125 0.84375 0.1875 0.915104
0.28125 0.875 0.1875 0.893261
0.3125 0.875 0.1875 0.908424
0.34375 0.84375 0.15625 0.904601
0.375 0.84375 0.15625 0.919137
0.34375 0.875 0.15625 0.896911
0.375 0.875 0.15625 0.911198
0.34375 0.84375 0.1875 0.929334
0.375 0.84375 0.1875 0.942276
0.34375 0.875 0.1875 0.922445
0.375 0.875 0.1875 0.935193
0.28125 0.78125 0.21875 0.93222
0.3125 0.78125 0.21875 0.946114
0.28125 0.8125 0.21875 0.929421
0.3125 0.8125 0.21875 0.943231
0.28125 0.78125 0.25 0.953619
0.3125 0.78125 0.25 0.96531
0.28125 0.8125 0.25 0.950961
0.3125 0.8125 0.25 0.962587
0.34375 0.78125 0.21875 0.958629
0.375 0.78125 0.21875 0.969639
0.34375 0.8125 0.21875 0.95567
0.375 0.8125 0.21875 0.966611
0.34375 0.78125 0.25 0.975428
0.375 0.78125 0.25 0.983863
0.34375 0.8125 0.25 0.972647
0.375 0.8125 0.25 0.981034
0.28125 0.84375 0.21875 0.924961
0.3125 0.84375 0.21875 0.938637
0.28125 0.875 0.21875 0.918885
0.3125 0.875 0.21875 0.932381
0.28125 0.84375 0.25 0.946559
0.3125 0.84375 0.25 0.958076
0.28125 0.875 0.25 0.94046
0.3125 0.875 0.25 0.951828
0.34375 0.84375 0.21875 0.950953
0.375 0.84375 0.21875 0.961786
0.34375 0.875 0.21875 0.944531
0.375 0.875 0.21875 0.955216
0.34375 0.84375 0.25 0.968042
0.375 0.84375 0.25 0.976349
0.34375 0.875 0.25 0.961663
0.375 0.875 0.25 0.969861
0.40625 0.78125 0.15625 0.943965
