x y t u
0.90625 0.8125 0.3125 0.794493
0.9375 0.8125 0.3125 0.774597
0.96875 0.78125 0.28125 0.787919
1 0.78125 0.28125 0.767783
0.96875 0.8125 0.28125 0.78592
1 0.8125 0.28125 0.765884
0.96875 0.78125 0.3125 0.756919
1 0.78125 0.3125 0.736729
0.96875 0.8125 0.3125 0.754567
1 0.8125 0.3125 0.7345
0.90625 0.84375 0.28125 0.821814
0.9375 0.84375 0.28125 0.802422
0.90625 0.875 0.28125 0.817026
0.9375 0.875 0.28125 0.797856
0.90625 0.84375 0.3125 0.790681
0.9375 0.84375 0.3125 0.770973
0.90625 0.875 0.3125 0.7857
0.9375 0.875 0.3125 0.766235
0.96875 0.84375 0.28125 0.782732
1 0.84375 0.28125 0.762856
0.96875 0.875 0.28125 0.778386
1 0.875 0.28125 0.758725
0.96875 0.84375 0.3125 0.751126
1 0.84375 0.3125 0.731238
0.96875 0.875 0.3125 0.746627
1 0.875 0.3125 0.726972
0.90625 0.78125 0.34375 0.767649
0.9375 0.78125 0.34375 0.74755
0.90625 0.8125 0.34375 0.764387
0.9375 0.8125 0.34375 0.744456
0.90625 0.78125 0.375 0.740217
0.9375 0.78125 0.375 0.720282
0.90625 0.8125 0.375 0.736128
0.9375 0.8125 0.375 0.71641
0.96875 0.78125 0.34375 0.727449
1 0.78125 0.34375 0.707429
0.96875 0.8125 0.34375 0.724518
1 0.8125 0.34375 0.704656
0.96875 0.78125 0.375 0.70044
1 0.78125 0.375 0.680762
0.96875 0.8125 0.375 0.696777
1 0.8125 0.375 0.677301
0.90625 0.84375 0.34375 0.760023
0.9375 0.84375 0.34375 0.740315
0.90625 0.875 0.34375 0.754597
0.9375 0.875 0.34375 0.735165
0.90625 0.84375 0.375 0.731041
0.9375 0.84375 0.375 0.71159
0.90625 0.875 0.375 0.724997
0.9375 0.875 0.375 0.705861
0.96875 0.84375 0.34375 0.720595
1 0.84375 0.34375 0.700944
0.96875 0.875 0.34375 0.715713
1 0.875 0.34375 0.696322
0.96875 0.84375 0.375 0.692216
1 0.84375 0.375 0.67299
0.96875 0.875 0.375 0.686792
1 0.875 0.375 0.66786
0.78125 0.90625 0.28125 0.881153
0.8125 0.90625 0.28125 0.864684
0.78125 0.9375 0.28125 0.872666
0.8125 0.9375 0.28125 0.856512
0.78125 0.90625 0.3125 0.852623
0.8125 0.90625 0.3125 0.835146
0.78125 0.9375 0.3125 0.844046
0.8125 0.9375 0.3125 0.826917
0.84375 0.90625 0.28125 0.847417
0.875 0.90625 0.28125 0.829482
0.84375 0.9375 0.28125 0.839567
0.875 0.9375 0.28125 0.821961
0.84375 0.90625 0.3125 0.817068
0.875 0.90625 0.3125 0.798512
0.84375 0.9375 0.3125 0.80919
0.875 0.9375 0.3125 0.790986
0.78125 0.96875 0.28125 0.862885
0.8125 0.96875 0.28125 0.847091
0.78125 1 0.28125 0.851905
0.8125 1 0.28125 0.83651
0.78125 0.96875 0.3125 0.834282
0.8125 0.96875 0.3125 0.817545
0.78125 1 0.3125 0.82342
0.8125 1 0.3125 0.807115
0.84375 0.96875 0.28125 0.830516
0.875 0.96875 0.28125 0.813284
0.84375 1 0.28125 0.820345
0.875 1 0.28125 0.80353
0.84375 0.96875 0.3125 0.800215
0.875 0.96875 0.3125 0.782408
0.84375 1 0.3125 0.790222
0.875 1 0.3125 0.772852
0.78125 0.90625 0.34375 0.822394
0.8125 0.90625 0.34375 0.804374
0.78125 0.9375 0.34375 0.81346
0.8125 0.9375 0.34375 0.795825
0.78125 0.90625 0.375 0.792048
0.8125 0.90625 0.375 0.7739
0.78125 0.9375 0.375 0.782568
0.8125 0.9375 0.375 0.764848
0.84375 0.90625 0.34375 0.78592
0.875 0.90625 0.34375 0.767145
0.84375 0.9375 0.34375 0.777757
0.875 0.9375 0.34375 0.759366
0.84375 0.90625 0.375 0.755451
0.875 0.90625 0.375 0.736802
0.84375 0.9375 0.375 0.746823
0.875 0.9375 0.375 0.728591
0.78125 0.96875 0.34375 0.803459
0.8125 0.96875 0.34375 0.786252
0.78125 1 0.34375 0.79248
0.8125 1 0.34375 0.775737
0.78125 0.96875 0.375 0.772152
0.8125 0.96875 0.375 0.754895
0.78125 1 0.375 0.760883
0.8125 1 0.375 0.744122
0.84375 0.96875 0.34375 0.768612
0.875 0.96875 0.34375 0.750645
0.84375 1 0.34375 0.758561
0.875 1 0.34375 0.741055
0.84375 0.96875 0.375 0.737331
0.875 0.96875 0.375 0.719554
0.84375 1 0.375 0.72705
0.875 1 0.375 0.709758
0.90625 0.90625 0.28125 0.811008
0.9375 0.90625 0.28125 0.792115
0.90625 0.9375 0.28125 0.803816
0.9375 0.9375 0.28125 0.785252
0.90625 0.90625 0.3125 0.779594
0.9375 0.90625 0.3125 0.760425
0.90625 0.9375 0.3125 0.772418
0.9375 0.9375 0.3125 0.753595
0.96875 0.90625 0.28125 0.772919
1 0.90625 0.28125 0.753529
0.96875 0.9375 0.28125 0.766381
1 0.9375 0.28125 0.74731
0.96875 0.90625 0.3125 0.741108
1 0.90625 0.3125 0.721737
0.96875 0.9375 0.3125 0.734616
1 0.9375 0.3125 0.715575
0.90625 0.96875 0.28125 0.795516
0.9375 0.96875 0.28125 0.777328
0.90625 1 0.28125 0.786182
0.9375 1 0.28125 0.768412
0.90625 0.96875 0.3125 0.764236
0.9375 0.96875 0.3125 0.745802
0.90625 1 0.3125 0.755115
0.9375 1 0.3125 0.737111
0.96875 0.96875 0.28125 0.758829
1 0.96875 0.28125 0.740123
0.96875 1 0.28125 0.750326
1 1 0.28125 0.732024
0.96875 0.96875 0.3125 0.727204
1 0.96875 0.3125 0.708535
0.96875 1 0.3125 0.718934
1 1 0.3125 0.700672
0.90625 0.90625 0.34375 0.748156
0.9375 0.90625 0.34375 0.729048
0.90625 0.9375 0.34375 0.740753
0.9375 0.9375 0.34375 0.722015
0.90625 0.90625 0.375 0.718047
0.9375 0.90625 0.375 0.699269
0.90625 0.9375 0.375 0.710245
0.9375 0.9375 0.375 0.691866
0.96875 0.90625 0.34375 0.709912
1 0.90625 0.34375 0.690828
0.96875 0.9375 0.34375 0.703238
1 0.9375 0.34375 0.684503
0.96875 0.90625 0.375 0.680548
1 0.90625 0.375 0.661952
0.96875 0.9375 0.375 0.67353
1 0.9375 0.375 0.655307
0.90625 0.96875 0.34375 0.732451
0.9375 0.96875 0.34375 0.714123
0.90625 1 0.34375 0.723316
0.9375 1 0.34375 0.705433
0.90625 0.96875 0.375 0.701652
0.9375 0.96875 0.375 0.683706
0.90625 1 0.375 0.692332
0.9375 1 0.375 0.674851
0.96875 0.96875 0.34375 0.695744
1 0.96875 0.34375 0.677395
0.96875 1 0.34375 0.687488
1 1 0.34375 0.669557
0.96875 0.96875 0.375 0.665791
1 0.96875 0.375 0.647973
0.96875 1 0.375 0.657385
1 1 0.375 0.64
0.78125 0.78125 0.40625 0.793869
0.8125 0.78125 0.40625 0.774472
0.78125 0.8125 0.40625 0.787696
0.8125 0.8125 0.40625 0.768597
0.78125 0.78125 0.4375 0.771031
0.8125 0.78125 0.4375 0.751905
0.78125 0.8125 0.4375 0.763629
0.8125 0.8125 0.4375 0.744865
0.84375 0.78125 0.40625 0.754889
0.875 0.78125 0.40625 0.735218
0.84375 0.8125 0.40625 0.749306
0.875 0.8125 0.40625 0.729921
0.84375 0.78125 0.4375 0.732659
0.875 0.78125 0.4375 0.713381
0.84375 0.8125 0.4375 0.725972
0.875 0.8125 0.4375 0.70704
0.78125 0.84375 0.40625 0.78043
0.8125 0.84375 0.40625 0.761677
0.78125 0.875 0.40625 0.772134
0.8125 0.875 0.40625 0.753773
0.78125 0.84375 0.4375 0.755254
0.8125 0.84375 0.4375 0.736894
0.78125 0.875 0.4375 0.745976
0.8125 0.875 0.4375 0.728059
0.84375 0.84375 0.40625 0.742728
0.875 0.84375 0.40625 0.723678
0.84375 0.875 0.40625 0.73521
0.875 0.875 0.40625 0.716538
0.84375 0.84375 0.4375 0.718399
0.875 0.84375 0.4375 0.699854
0.84375 0.875 0.4375 0.709999
0.875 0.875 0.4375 0.691879
0.78125 0.78125 0.46875 0.75112
0.8125 0.78125 0.46875 0.732482
0.78125 0.8125 0.46875 0.742475
0.8125 0.8125 0.46875 0.724258
0.78125 0.78125 0.5 0.734497
0.8125 0.78125 0.5 0.716512
0.78125 0.8125 0.5 0.724624
0.8125 0.8125 0.5 0.707113
0.84375 0.78125 0.46875 0.713752
0.875 0.78125 0.46875 0.695015
0.84375 0.8125 0.46875 0.705941
0.875 0.8125 0.46875 0.687606
0.84375 0.78125 0.5 0.698434
0.875 0.78125 0.5 0.680343
0.84375 0.8125 0.5 0.689501
0.875 0.8125 0.5 0.671864
0.78125 0.84375 0.46875 0.732977
0.8125 0.84375 0.46875 0.715218
0.78125 0.875 0.46875 0.7227
0.8125 0.875 0.46875 0.70543
0.78125 0.84375 0.5 0.714018
0.8125 0.84375 0.5 0.69701
0.78125 0.875 0.5 0.702753
0.8125 0.875 0.5 0.686272
0.84375 0.84375 0.46875 0.69735
0.875 0.84375 0.46875 0.679453
0.84375 0.875 0.46875 0.688042
0.875 0.875 0.46875 0.670612
0.84375 0.84375 0.5 0.679891
0.875 0.84375 0.5 0.662736
0.84375 0.875 0.5 0.66967
0.875 0.875 0.5 0.65302
0.90625 0.78125 0.40625 0.71555
0.9375 0.78125 0.40625 0.695963
0.90625 0.8125 0.40625 0.710531
0.9375 0.8125 0.40625 0.691214
0.90625 0.78125 0.4375 0.694152
0.9375 0.78125 0.4375 0.675046
0.90625 0.8125 0.4375 0.688147
0.9375 0.8125 0.4375 0.669365
0.96875 0.78125 0.40625 0.676531
1 0.78125 0.40625 0.657314
0.96875 0.8125 0.40625 0.672042
1 0.8125 0.40625 0.653076
0.96875 0.78125 0.4375 0.656126
1 0.78125 0.4375 0.637448
0.96875 0.8125 0.4375 0.650757
1 0.8125 0.4375 0.632378
0.90625 0.84375 0.40625 0.704613
0.9375 0.84375 0.40625 0.685612
0.90625 0.875 0.40625 0.697842
0.9375 0.875 0.40625 0.679198
0.90625 0.84375 0.4375 0.681338
0.9375 0.84375 0.4375 0.66292
0.90625 0.875 0.4375 0.673776
0.9375 0.875 0.4375 0.655759
0.96875 0.84375 0.40625 0.666743
1 0.84375 0.40625 0.64807
0.96875 0.875 0.40625 0.660675
1 0.875 0.40625 0.642334
0.96875 0.84375 0.4375 0.644663
1 0.84375 0.4375 0.626621
0.96875 0.875 0.4375 0.637887
1 0.875 0.4375 0.620216
0.90625 0.78125 0.46875 0.676344
0.9375 0.78125 0.46875 0.657807
0.90625 0.8125 0.46875 0.669326
0.9375 0.8125 0.46875 0.651166
0.90625 0.78125 0.5 0.66231
0.9375 0.78125 0.5 0.644399
0.90625 0.8125 0.5 0.654272
0.9375 0.8125 0.5 0.636787
0.96875 0.78125 0.46875 0.639463
1 0.78125 0.46875 0.621364
0.96875 0.8125 0.46875 0.633185
1 0.8125 0.46875 0.615434
0.96875 0.78125 0.5 0.626667
1 0.78125 0.5 0.609161
0.96875 0.8125 0.5 0.619464
1 0.8125 0.5 0.602353
0.90625 0.84375 0.46875 0.661597
0.9375 0.84375 0.46875 0.643848
0.90625 0.875 0.46875 0.653212
0.9375 0.875 0.46875 0.635903
0.90625 0.84375 0.5 0.645612
0.9375 0.84375 0.5 0.62858
0.90625 0.875 0.5 0.636387
0.9375 0.875 0.5 0.619831
0.96875 0.84375 0.46875 0.626263
1 0.84375 0.46875 0.608891
0.96875 0.875 0.46875 0.618742
1 0.875 0.46875 0.601778
0.96875 0.84375 0.5 0.611694
1 0.84375 0.5 0.595003
0.96875 0.875 0.5 0.603405
1 0.875 0.5 0.587156
0.78125 0.90625 0.40625 0.762877
0.8125 0.90625 0.40625 0.744949
0.78125 0.9375 0.40625 0.752736
0.8125 0.9375 0.40625 0.735276
0.78125 0.90625 0.4375 0.735867
0.8125 0.90625 0.4375 0.718427
0.78125 0.9375 0.4375 0.725004
0.8125 0.9375 0.4375 0.708069
0.84375 0.90625 0.40625 0.726812
0.875 0.90625 0.40625 0.708559
0.84375 0.9375 0.40625 0.717601
0.875 0.9375 0.40625 0.699801
0.84375 0.90625 0.4375 0.700835
0.875 0.90625 0.4375 0.683174
0.84375 0.9375 0.4375 0.690975
0.875 0.9375 0.4375 0.6738
0.78125 0.96875 0.40625 0.74179
0.8125 0.96875 0.40625 0.724828
0.78125 1 0.40625 0.730122
0.8125 1 0.40625 0.713684
0.78125 0.96875 0.4375 0.713467
0.8125 0.96875 0.4375 0.697061
0.78125 1 0.4375 0.701335
0.8125 1 0.4375 0.685475
0.84375 0.96875 0.40625 0.707646
0.875 0.96875 0.40625 0.690329
0.84375 1 0.40625 0.697019
0.875 1 0.40625 0.680211
0.84375 0.96875 0.4375 0.680487
0.875 0.96875 0.4375 0.663821
0.84375 1 0.4375 0.66944
0.875 1 0.4375 0.653304
0.78125 0.90625 0.46875 0.711721
0.8125 0.90625 0.46875 0.694965
0.78125 0.9375 0.46875 0.700115
0.8125 0.9375 0.46875 0.683894
0.78125 0.90625 0.5 0.690909
0.8125 0.90625 0.5 0.674971
0.78125 0.9375 0.5 0.678559
0.8125 0.9375 0.5 0.66318
0.84375 0.90625 0.46875 0.678082
0.875 0.90625 0.46875 0.661147
0.84375 0.9375 0.46875 0.667538
0.875 0.9375 0.46875 0.651118
0.84375 0.90625 0.5 0.658905
0.875 0.90625 0.5 0.642778
0.84375 0.9375 0.5 0.647662
0.875 0.9375 0.5 0.632074
0.78125 0.96875 0.46875 0.68796
0.8125 0.96875 0.46875 0.672291
0.78125 1 0.46875 0.675333
0.8125 1 0.46875 0.660227
0.78125 0.96875 0.5 0.66578
0.8125 0.96875 0.5 0.650968
0.78125 1 0.5 0.652645
0.8125 1 0.5 0.638404
0.84375 0.96875 0.46875 0.656478
0.875 0.96875 0.46875 0.640589
0.84375 1 0.46875 0.644968
0.875 1 0.46875 0.629624
0.84375 0.96875 0.5 0.636009
0.875 0.96875 0.5 0.620969
0.84375 1 0.5 0.62401
0.875 1 0.5 0.609524
0.90625 0.90625 0.40625 0.69027
0.9375 0.90625 0.40625 0.672022
0.90625 0.9375 0.40625 0.681954
0.9375 0.9375 0.40625 0.664135
0.90625 0.90625 0.4375 0.665517
0.9375 0.90625 0.4375 0.647931
0.90625 0.9375 0.4375 0.656616
0.9375 0.9375 0.4375 0.639489
0.96875 0.90625 0.40625 0.653881
1 0.90625 0.40625 0.635907
0.96875 0.9375 0.40625 0.646409
1 0.9375 0.40625 0.628835
0.96875 0.90625 0.4375 0.630476
1 0.90625 0.4375 0.613205
0.96875 0.9375 0.4375 0.622478
1 0.9375 0.4375 0.605633
0.90625 0.96875 0.40625 0.672954
0.9375 0.96875 0.40625 0.655593
0.90625 1 0.40625 0.663333
0.9375 1 0.40625 0.646455
0.90625 0.96875 0.4375 0.647135
0.9375 0.96875 0.4375 0.63049
0.90625 1 0.4375 0.637133
0.9375 1 0.4375 0.620989
0.96875 0.96875 0.40625 0.63831
1 0.96875 0.40625 0.621163
0.96875 1 0.40625 0.62964
1 1 0.40625 0.612942
0.96875 0.96875 0.4375 0.613944
1 0.96875 0.4375 0.597548
0.96875 1 0.4375 0.604928
1 1 0.4375 0.588998
0.90625 0.90625 0.46875 0.644227
0.9375 0.90625 0.46875 0.627383
0.90625 0.9375 0.46875 0.634699
0.9375 0.9375 0.46875 0.618342
0.90625 0.90625 0.5 0.626656
0.9375 0.90625 0.5 0.610595
0.90625 0.9375 0.5 0.616476
0.9375 0.9375 0.5 0.600925
0.96875 0.90625 0.46875 0.610671
1 0.90625 0.46875 0.594139
0.96875 0.9375 0.46875 0.6021
1 0.9375 0.46875 0.58602
0.96875 0.90625 0.5 0.594647
1 0.90625 0.5 0.578858
0.96875 0.9375 0.5 0.58547
1 0.9375 0.5 0.570156
0.90625 0.96875 0.46875 0.624689
0.9375 0.96875 0.46875 0.608835
0.90625 1 0.46875 0.614255
0.9375 1 0.46875 0.598917
0.90625 0.96875 0.5 0.605906
0.9375 0.96875 0.5 0.590875
0.90625 1 0.5 0.595003
0.9375 1 0.5 0.580499
0.96875 0.96875 0.46875 0.593079
1 0.96875 0.46875 0.577468
0.96875 1 0.46875 0.58366
1 1 0.46875 0.568529
0.96875 0.96875 0.5 0.575924
1 0.96875 0.5 0.561096
0.96875 1 0.5 0.566059
1 1 0.5 0.551724
0 0 0.53125 0.788313
0.03125 0 0.53125 0.797714
0 0.03125 0.53125 0.805603
0.03125 0.03125 0.53125 0.815438
0.0625 0 0.53125 0.80607
0.0625 0.03125 0.53125 0.824181
0 0.0625 0.53125 0.822345
0.03125 0.0625 0.53125 0.832606
0.0625 0.0625 0.53125 0.841731
0 0 0.5625 0.809154
0.03125 0 0.5625 0.819658
0 0.03125 0.5625 0.825379
0.03125 0.03125 0.5625 0.836329
0.0625 0 0.5625 0.829093
0.0625 0.03125 0.5625 0.846166
0 0.0625 0.5625 0.840884
0.03125 0.0625 0.5625 0.852264
0.0625 0.0625 0.5625 0.862491
0.09375 0 0.53125 0.813309
0.09375 0.03125 0.53125 0.831757
0.125 0 0.53125 0.819366
0.125 0.03125 0.53125 0.838097
0.09375 0.0625 0.53125 0.84964
0.125 0.0625 0.53125 0.85626
0.09375 0 0.5625 0.837377
0.09375 0.03125 0.5625 0.854803
0.125 0 0.5625 0.844433
0.125 0.03125 0.5625 0.862162
0.09375 0.0625 0.5625 0.871473
0.125 0.0625 0.5625 0.879128
0 0.09375 0.53125 0.838423
0.03125 0.09375 0.53125 0.849098
0.0625 0.09375 0.53125 0.858597
0 0.125 0.53125 0.853716
0.03125 0.125 0.53125 0.864792
0.0625 0.125 0.53125 0.874652
0 0.09375 0.5625 0.855552
0.03125 0.09375 0.5625 0.867342
0.0625 0.09375 0.5625 0.877943
0 0.125 0.5625 0.869261
0.03125 0.125 0.5625 0.881441
0.0625 0.125 0.5625 0.892397
0.09375 0.09375 0.53125 0.866832
0.125 0.09375 0.53125 0.873727
0.09375 0.125 0.53125 0.883203
0.125 0.125 0.53125 0.890366
0.09375 0.09375 0.5625 0.887258
0.125 0.09375 0.5625 0.895198
0.09375 0.125 0.5625 0.902027
0.125 0.125 0.5625 0.910238
0 0 0.59375 0.822544
0.03125 0 0.59375 0.834405
0 0.03125 0.59375 0.837418
0.03125 0.03125 0.59375 0.849733
0.0625 0 0.59375 0.845216
0.0625 0.03125 0.59375 0.860959
0 0.0625 0.59375 0.85142
0.03125 0.0625 0.59375 0.864166
0.0625 0.0625 0.59375 0.875788
0 0 0.625 0.827166
0.03125 0 0.625 0.840533
0 0.03125 0.625 0.840533
0.03125 0.03125 0.625 0.854354
0.0625 0 0.625 0.852915
0.0625 0.03125 0.625 0.867161
0 0.0625 0.625 0.852915
0.03125 0.0625 0.625 0.86716
0.0625 0.0625 0.625 0.880366
0.09375 0 0.59375 0.85488
0.09375 0.03125 0.59375 0.870997
0.125 0 0.59375 0.86331
0.125 0.03125 0.59375 0.879755
0.09375 0.0625 0.59375 0.886185
0.125 0.0625 0.59375 0.895258
0.09375 0 0.625 0.864206
0.09375 0.03125 0.625 0.878843
0.125 0 0.625 0.874305
0.125 0.03125 0.625 0.889296
0.09375 0.0625 0.625 0.892416
0.125 0.0625 0.625 0.903201
0 0.09375 0.59375 0.864438
0.03125 0.09375 0.59375 0.877586
0.0625 0.09375 0.59375 0.889582
0 0.125 0.59375 0.876356
0.03125 0.125 0.59375 0.889878
0.0625 0.125 0.59375 0.90222
0 0.09375 0.625 0.864206
0.03125 0.09375 0.625 0.878841
0.0625 0.09375 0.625 0.892414
0 0.125 0.625 0.874305
0.03125 0.125 0.625 0.889291
0.0625 0.125 0.625 0.903195
0.09375 0.09375 0.59375 0.900317
0.125 0.09375 0.59375 0.909688
0.09375 0.125 0.59375 0.913267
0.125 0.125 0.59375 0.922915
0.09375 0.09375 0.625 0.904804
0.125 0.09375 0.625 0.915897
0.09375 0.125 0.625 0.915893
0.125 0.125 0.625 0.927264
0.15625 0 0.53125 0.824186
0.15625 0.03125 0.53125 0.843142
0.1875 0 0.53125 0.827721
0.1875 0.03125 0.53125 0.846843
0.15625 0.0625 0.53125 0.861529
0.1875 0.0625 0.53125 0.865395
0.15625 0 0.5625 0.850195
0.15625 0.03125 0.5625 0.868172
0.1875 0 0.5625 0.854606
0.1875 0.03125 0.5625 0.872775
0.15625 0.0625 0.5625 0.885381
0.1875 0.0625 0.5625 0.89017
0.21875 0 0.53125 0.82994
0.21875 0.03125 0.53125 0.849165
0.25 0 0.53125 0.830821
0.25 0.03125 0.53125 0.850086
0.21875 0.0625 0.53125 0.86782
0.25 0.0625 0.53125 0.868781
0.21875 0 0.5625 0.857625
0.21875 0.03125 0.5625 0.875924
0.25 0 0.5625 0.859222
0.25 0.03125 0.5625 0.877588
0.21875 0.0625 0.5625 0.893447
0.25 0.0625 0.5625 0.895178
0.15625 0.09375 0.53125 0.879216
0.1875 0.09375 0.53125 0.883244
0.15625 0.125 0.53125 0.896068
0.1875 0.125 0.53125 0.900253
0.15625 0.09375 0.5625 0.901685
0.1875 0.09375 0.5625 0.906654
0.15625 0.125 0.5625 0.916948
0.1875 0.125 0.5625 0.922088
0.21875 0.09375 0.53125 0.885771
0.25 0.09375 0.53125 0.886772
0.21875 0.125 0.53125 0.902879
0.25 0.125 0.53125 0.903919
0.21875 0.09375 0.5625 0.910054
0.25 0.09375 0.5625 0.911851
0.21875 0.125 0.5625 0.925607
0.25 0.125 0.5625 0.927465
0.15625 0 0.59375 0.870426
0.15625 0.03125 0.59375 0.88715
0.1875 0 0.59375 0.876158
0.1875 0.03125 0.59375 0.893108
0.15625 0.0625 0.59375 0.90292
0.1875 0.0625 0.59375 0.909095
0.15625 0 0.625 0.883117
0.15625 0.03125 0.625 0.898418
0.1875 0 0.625 0.890556
0.1875 0.03125 0.625 0.906122
0.15625 0.0625 0.625 0.912617
0.1875 0.0625 0.625 0.920571
0.21875 0 0.59375 0.880449
0.21875 0.03125 0.59375 0.897568
0.25 0 0.59375 0.883257
0.25 0.03125 0.59375 0.900486
0.21875 0.0625 0.59375 0.913718
0.25 0.0625 0.59375 0.916742
0.21875 0 0.625 0.896549
0.21875 0.03125 0.625 0.91233
0.25 0 0.625 0.901035
0.25 0.03125 0.625 0.916977
0.21875 0.0625 0.625 0.926981
0.25 0.0625 0.625 0.93178
0.15625 0.09375 0.59375 0.917603
0.1875 0.09375 0.59375 0.923983
0.15625 0.125 0.59375 0.931066
0.1875 0.125 0.59375 0.937637
0.15625 0.09375 0.625 0.925584
0.1875 0.09375 0.625 0.933769
0.15625 0.125 0.625 0.937198
0.1875 0.125 0.625 0.945592
0.21875 0.09375 0.59375 0.928761
0.25 0.09375 0.59375 0.931886
0.21875 0.125 0.59375 0.942558
0.25 0.125 0.59375 0.945778
0.21875 0.09375 0.625 0.940367
0.25 0.09375 0.625 0.945307
0.21875 0.125 0.625 0.95236
0.25 0.125 0.625 0.957429
0 0.15625 0.53125 0.868103
0.03125 0.15625 0.53125 0.879562
0.0625 0.15625 0.53125 0.889767
0 0.1875 0.53125 0.881463
0.03125 0.1875 0.53125 0.893283
0.0625 0.1875 0.53125 0.903813
0 0.15625 0.5625 0.881896
0.03125 0.15625 0.5625 0.894439
0.0625 0.15625 0.5625 0.905726
0 0.1875 0.5625 0.893342
0.03125 0.1875 0.5625 0.906217
0.0625 0.1875 0.5625 0.917807
0.09375 0.15625 0.53125 0.898621
0.125 0.15625 0.53125 0.906039
0.09375 0.1875 0.53125 0.912953
0.125 0.1875 0.53125 0.920612
0.09375 0.15625 0.5625 0.91565
0.125 0.15625 0.5625 0.924114
0.09375 0.1875 0.5625 0.928002
0.125 0.1875 0.5625 0.936699
0 0.21875 0.53125 0.893678
0.03125 0.21875 0.53125 0.905832
0.0625 0.21875 0.53125 0.916664
0 0.25 0.53125 0.904636
0.03125 0.25 0.53125 0.917093
0.0625 0.25 0.53125 0.928198
0 0.21875 0.5625 0.903492
0.03125 0.21875 0.5625 0.916664
0.0625 0.21875 0.5625 0.928526
0 0.25 0.5625 0.912247
0.03125 0.25 0.5625 0.925678
0.0625 0.25 0.5625 0.937776
0.09375 0.21875 0.53125 0.926068
0.125 0.21875 0.53125 0.933951
0.09375 0.25 0.53125 0.937843
0.125 0.25 0.53125 0.94593
0.09375 0.21875 0.5625 0.938963
0.125 0.21875 0.5625 0.947869
0.09375 0.25 0.5625 0.948423
0.125 0.25 0.5625 0.957511
0 0.15625 0.59375 0.887069
0.03125 0.15625 0.59375 0.900929
0.0625 0.15625 0.59375 0.913584
0 0.1875 0.59375 0.896474
0.03125 0.1875 0.59375 0.910633
0.0625 0.1875 0.59375 0.923566
0 0.15625 0.625 0.883117
0.03125 0.15625 0.625 0.898411
0.0625 0.15625 0.625 0.912607
0 0.1875 0.625 0.890556
0.03125 0.1875 0.625 0.906112
0.0625 0.1875 0.625 0.920555
0.09375 0.15625 0.59375 0.924917
0.125 0.15625 0.59375 0.934816
0.09375 0.1875 0.59375 0.935151
0.125 0.1875 0.59375 0.945273
0.09375 0.15625 0.625 0.925575
0.125 0.15625 0.625 0.937192
0.09375 0.1875 0.625 0.933753
0.125 0.1875 0.625 0.945579
0 0.21875 0.59375 0.90448
0.03125 0.21875 0.59375 0.918896
0.0625 0.21875 0.59375 0.932067
0 0.25 0.59375 0.911007
0.03125 0.25 0.59375 0.925632
0.0625 0.25 0.59375 0.938997
0 0.21875 0.625 0.896549
0.03125 0.21875 0.625 0.912316
0.0625 0.21875 0.625 0.926959
0 0.25 0.625 0.901035
0.03125 0.25 0.625 0.91696
0.0625 0.25 0.625 0.931752
0.09375 0.21875 0.59375 0.943868
0.125 0.21875 0.59375 0.954181
0.09375 0.25 0.59375 0.950975
0.125 0.25 0.59375 0.961446
0.09375 0.21875 0.625 0.940343
0.125 0.21875 0.625 0.952338
0.09375 0.25 0.625 0.945275
0.125 0.25 0.625 0.957397
0.15625 0.15625 0.53125 0.911946
0.1875 0.15625 0.53125 0.916283
0.15625 0.1875 0.53125 0.926713
0.1875 0.1875 0.53125 0.931192
0.15625 0.15625 0.5625 0.931033
0.1875 0.15625 0.5625 0.936335
0.15625 0.1875 0.5625 0.94381
0.1875 0.1875 0.5625 0.94926
0.21875 0.15625 0.53125 0.919004
0.25 0.15625 0.53125 0.920081
0.21875 0.1875 0.53125 0.934003
0.25 0.1875 0.53125 0.935116
0.21875 0.15625 0.5625 0.939964
0.25 0.15625 0.5625 0.941881
0.21875 0.1875 0.5625 0.95299
0.25 0.1875 0.5625 0.954961
0.15625 0.21875 0.53125 0.940232
0.1875 0.21875 0.53125 0.944844
0.15625 0.25 0.53125 0.952374
0.1875 0.25 0.53125 0.957107
0.15625 0.21875 0.5625 0.955152
0.1875 0.21875 0.5625 0.960735
0.15625 0.25 0.5625 0.964944
0.1875 0.25 0.5625 0.970643
0.21875 0.21875 0.53125 0.947739
0.25 0.21875 0.53125 0.948885
0.21875 0.25 0.53125 0.960078
0.25 0.25 0.53125 0.961254
0.21875 0.21875 0.5625 0.964557
0.25 0.21875 0.5625 0.966577
0.21875 0.25 0.5625 0.974545
0.25 0.25 0.5625 0.976607
0.15625 0.15625 0.59375 0.943181
0.1875 0.15625 0.59375 0.949926
0.15625 0.1875 0.59375 0.953829
0.1875 0.1875 0.59375 0.960729
0.15625 0.15625 0.625 0.947342
0.1875 0.15625 0.625 0.955922
0.15625 0.1875 0.625 0.955914
0.1875 0.1875 0.625 0.964652
0.21875 0.15625 0.59375 0.954979
0.25 0.15625 0.59375 0.958285
0.21875 0.1875 0.59375 0.965899
0.25 0.1875 0.59375 0.969282
0.21875 0.15625 0.625 0.96284
0.25 0.15625 0.625 0.968022
0.21875 0.1875 0.625 0.971699
0.25 0.1875 0.625 0.976977
